Park Unit,Total Recreation Visits,Total Visitor Spending,Jobs,Labor Income,Value Added,Economic Output,Year
Muir Woods NM,"954,125","$52,591.00 ",637,"$27,854.60 ","$43,411.40 ","$67,672.80 ",2013
Natchez NHP,"191,095","$10,533.10 ",145,"$4,073.80 ","$6,960.00 ","$12,034.60 ",2013
Natchez Trace PKWY,"6,012,740","$138,931.40 ","1,698","$45,111.80 ","$74,818.90 ","$122,708.80 ",2013
National Capital Parks Central,"1,712,858","$30,554.70 ",400,"$16,000.10 ","$26,255.10 ","$40,710.40 ",2013
National Capital Parks East,"1,091,662","$19,473.50 ",260,"$10,152.80 ","$16,830.10 ","$26,300.60 ",2013
National Park of American Samoa,"17,919",$987.70 ,12,$459.50 ,$764.60 ,"$1,186.70 ",2013
Natural Bridges NM,"82,330","$4,868.10 ",60,"$1,623.90 ","$2,870.30 ","$4,945.30 ",2013
Navajo NM,"54,168","$3,238.00 ",40,"$1,083.00 ","$1,912.10 ","$3,287.70 ",2013
New Bedford Whaling NHP*,"276,374","$13,954.30 ",200,"$7,592.40 ","$12,276.90 ","$18,912.40 ",2013
New Orleans Jazz NHP,"198,363","$10,933.70 ",153,"$4,962.40 ","$8,214.80 ","$13,589.30 ",2013
New River Gorge NR,"1,071,823","$44,086.40 ",582,"$15,643.80 ","$26,376.60 ","$45,682.80 ",2013
Nez Perce NHP,"297,972","$16,424.10 ",228,"$5,786.10 ","$11,181.30 ","$19,037.80 ",2013
Nicodemus NHS*,"3,242",$171.70 ,2,$42.30 ,$82.60 ,$147.60 ,2013
Ninety Six NHS,"69,624","$3,837.60 ",57,"$1,499.60 ","$2,623.90 ","$4,573.80 ",2013
Niobrara NSR,"71,877","$2,921.90 ",40,$698.90 ,"$1,357.20 ","$2,662.40 ",2013
Noatak NPRES,"16,907","$25,013.40 ",345,"$12,454.90 ","$20,912.40 ","$34,831.30 ",2013
North Cascades NP,"21,623",$902.90 ,9,$354.80 ,$621.30 ,$952.70 ,2013
Obed W&SR*,"198,366","$3,334.60 ",37,"$1,042.50 ","$1,728.60 ","$2,893.50 ",2013
Ocmulgee NM,"115,800","$6,382.80 ",93,"$2,220.80 ","$4,087.70 ","$7,177.70 ",2013
Olympic NP,"3,085,340","$245,894.10 ","2,993","$113,577.40 ","$208,011.70 ","$323,766.20 ",2013
Oregon Caves NM,"72,717","$4,795.20 ",70,"$1,774.40 ","$3,108.00 ","$5,618.60 ",2013
Organ Pipe Cactus NM,"206,860","$12,231.30 ",167,"$6,140.60 ","$10,055.30 ","$16,253.10 ",2013
Ozark NSR,"1,253,703","$51,265.20 ",719,"$16,015.30 ","$27,810.10 ","$51,917.10 ",2013
Padre Island NS,"515,831","$20,967.00 ",279,"$6,733.40 ","$12,858.60 ","$22,339.20 ",2013
Palo Alto Battlefield NHP,"32,523","$1,792.70 ",25,$604.70 ,"$1,190.40 ","$2,060.20 ",2013
Pea Ridge NMP,"95,251","$5,250.20 ",79,"$2,086.60 ","$3,534.40 ","$6,301.40 ",2013
Pecos NHP,"32,386","$1,785.20 ",26,$765.10 ,"$1,253.20 ","$2,162.60 ",2013
Pennsylvania Avenue NHS,"257,831","$4,599.30 ",60,"$2,410.20 ","$3,952.60 ","$6,122.50 ",2013
Perry's Victory & International Peace MEM*,"158,230","$13,303.00 ",243,"$7,255.40 ","$11,901.00 ","$19,870.00 ",2013
Petersburg NB,"190,086","$10,477.50 ",150,"$4,280.50 ","$7,385.40 ","$12,564.90 ",2013
Petrified Forest NP,"644,648","$39,137.00 ",480,"$12,849.70 ","$22,807.30 ","$39,558.40 ",2013
Petroglyph NM,"115,076","$6,343.00 ",94,"$2,683.30 ","$4,427.90 ","$7,677.70 ",2013
Pictured Rocks NL,"575,451","$23,533.20 ",306,"$7,073.80 ","$12,949.80 ","$23,043.50 ",2013
Pinnacles NP,"237,677","$13,100.70 ",158,"$5,898.60 ","$9,598.00 ","$15,213.90 ",2013
Pipe Spring NM,"51,118","$2,817.70 ",39,"$1,011.80 ","$1,778.80 ","$3,096.40 ",2013
Pipestone NM,"64,761","$3,569.60 ",55,"$1,295.70 ","$2,338.20 ","$4,266.40 ",2013
Piscataway P,"162,000","$8,929.40 ",113,"$4,565.20 ","$7,360.40 ","$11,327.20 ",2013
Point Reyes NS,"2,641,808","$109,588.90 ","1,238","$54,258.40 ","$84,023.20 ","$130,528.20 ",2013
Port Chicago Naval Magazine NMEM,595,$32.80 ,0,$17.50 ,$27.40 ,$43.10 ,2013
President William Jefferson Clinton Birthplace Home NHS,"9,838",$542.30 ,7,$199.10 ,$351.90 ,$605.60 ,2013
President's Park,"658,065","$11,738.80 ",153,"$6,151.70 ","$10,088.30 ","$15,626.50 ",2013
Prince William Forest P,"309,297","$17,562.00 ",214,"$8,734.90 ","$14,206.60 ","$21,945.00 ",2013
Pu`uhonua O Honaunau NHP,"363,283","$20,024.00 ",237,"$9,314.50 ","$15,500.80 ","$24,059.00 ",2013
Puukohola Heiau NHS,"125,645","$6,925.50 ",82,"$3,221.50 ","$5,361.10 ","$8,321.00 ",2013
Rainbow Bridge NM,"54,772","$3,019.00 ",38,"$1,038.30 ","$1,802.50 ","$3,090.40 ",2013
Redwood NP,"393,364","$23,684.50 ",335,"$8,493.10 ","$14,991.60 ","$26,997.10 ",2013
Richmond NBP,"151,239","$8,336.20 ",119,"$3,424.80 ","$5,937.00 ","$10,048.10 ",2013
Rio Grande W&SR,703,$689.10 ,18,$270.90 ,$532.10 ,$876.50 ,2013
River Raisin NB,"57,464","$3,167.40 ",47,"$1,468.20 ","$2,461.60 ","$4,129.70 ",2013
Rock Creek P,"1,968,994","$35,123.80 ",460,"$18,344.10 ","$30,124.70 ","$46,747.70 ",2013
Rocky Mountain NP*,"2,991,141","$186,128.10 ","2,606","$100,048.60 ","$159,139.50 ","$257,035.70 ",2013
Roger Williams NMEM,"48,677","$2,683.10 ",34,"$1,345.40 ","$2,236.50 ","$3,459.10 ",2013
Rosie the Riveter WWII Home Front NHP,"31,515","$1,737.10 ",21,$923.10 ,"$1,442.30 ","$2,258.80 ",2013
Ross Lake NRA,"725,917","$30,321.10 ",332,"$12,739.40 ","$22,343.60 ","$34,414.70 ",2013
Russell Cave NM,"20,455","$1,127.50 ",16,$410.30 ,$726.80 ,"$1,292.60 ",2013
Sagamore Hill NHS,"14,639",$806.90 ,9,$435.60 ,$706.10 ,"$1,030.10 ",2013
Saguaro NP,"678,261","$41,150.70 ",569,"$20,823.30 ","$34,227.20 ","$55,408.50 ",2013
Saint Croix NSR,"342,943","$13,959.70 ",197,"$6,142.50 ","$10,623.80 ","$17,854.90 ",2013
Saint Croix Island IHS,"10,709",$590.30 ,9,$228.10 ,$378.70 ,$679.20 ,2013
Saint Paul's Church NHS,"14,016",$772.60 ,9,$418.00 ,$676.30 ,$987.90 ,2013
Saint-Gaudens NHS*,"37,837","$1,764.60 ",28,$929.90 ,"$1,552.80 ","$2,492.10 ",2013
Salem Maritime NHS,"426,328","$23,499.10 ",314,"$12,363.80 ","$19,853.00 ","$31,105.40 ",2013
Salinas Pueblo Missions NM,"24,836","$1,368.90 ",20,$578.10 ,$952.00 ,"$1,649.50 ",2013
Salt River Bay EHP,"4,791",$264.10 ,3,$122.80 ,$204.40 ,$317.30 ,2013
San Antonio Missions NHP,"521,705","$28,756.10 ",412,"$12,240.20 ","$21,894.80 ","$36,426.70 ",2013
San Francisco Maritime NHP,"4,154,456","$97,983.00 ","1,065","$44,033.10 ","$68,160.20 ","$105,070.20 ",2013
San Juan NHS,"1,328,802","$73,243.10 ",866,"$34,070.30 ","$56,698.10 ","$88,001.80 ",2013
San Juan Island NHP,"220,961","$12,179.30 ",144,"$5,398.20 ","$9,631.50 ","$14,915.00 ",2013
Sand Creek Massacre NHS,"4,795",$264.30 ,4,$64.40 ,$129.50 ,$245.50 ,2013
Santa Monica Mountains NRA,"633,053","$26,065.30 ",332,"$13,255.20 ","$21,473.10 ","$34,435.40 ",2013
Saratoga NHP,"54,364","$2,996.50 ",39,"$1,127.40 ","$2,155.20 ","$3,468.50 ",2013
Saugus Iron Works NHS,"8,155",$449.50 ,6,$235.90 ,$379.90 ,$595.00 ,2013
Scotts Bluff NM,"108,128","$5,960.00 ",80,"$2,046.20 ","$3,552.30 ","$6,259.20 ",2013
Sequoia NP*,"909,275","$65,340.10 ",784,"$23,846.50 ","$42,719.90 ","$71,089.80 ",2013
Shenandoah NP,"1,136,505","$72,402.60 ",889,"$35,538.20 ","$57,786.50 ","$89,869.10 ",2013
Shiloh NMP,"536,206","$29,555.50 ",436,"$8,976.80 ","$17,051.80 ","$31,764.40 ",2013
Sitka NHP,"161,158","$33,745.20 ",599,"$18,042.20 ","$27,946.00 ","$44,323.70 ",2013
Sleeping Bear Dunes NL*,"1,340,007","$136,136.10 ","1,998","$48,254.70 ","$89,866.70 ","$164,039.80 ",2013
Springfield Armory NHS,"17,783",$980.20 ,13,$466.80 ,$790.80 ,"$1,231.10 ",2013
Statue Of Liberty NM,"1,883,545","$103,820.20 ","1,182","$56,295.40 ","$90,883.60 ","$133,350.90 ",2013
Steamtown NHS*,"81,176","$4,142.40 ",59,"$1,855.40 ","$3,113.70 ","$5,094.30 ",2013
Stones River NB,"258,243","$14,234.30 ",205,"$6,621.40 ","$10,917.00 ","$18,084.70 ",2013
Sunset Crater Volcano NM,"184,864","$10,189.60 ",129,"$3,638.20 ","$6,162.40 ","$10,458.60 ",2013
Tallgrass Prairie NPRES,"16,128",$889.00 ,13,$338.50 ,$599.10 ,"$1,046.40 ",2013
Thaddeus Kosciuszko NMEM,"1,683",$92.80 ,1,$49.90 ,$79.10 ,$127.00 ,2013
Theodore Roosevelt NP,"545,091","$32,505.60 ",404,"$10,291.60 ","$17,806.40 ","$32,008.70 ",2013
Theodore Roosevelt Birthplace NHS,"18,676","$1,029.40 ",12,$557.00 ,$901.90 ,"$1,324.70 ",2013
Theodore Roosevelt Inaugural NHS,"19,199","$1,058.30 ",13,$384.20 ,$786.70 ,"$1,242.90 ",2013
Theodore Roosevelt Island P,"162,600","$8,962.40 ",115,"$4,574.30 ","$7,390.20 ","$11,429.20 ",2013
Thomas Edison NHP,"46,677","$2,572.80 ",30,"$1,399.70 ","$2,248.00 ","$3,313.50 ",2013
Thomas Jefferson NMEM,"2,609,464","$46,548.70 ",608,"$24,393.70 ","$40,003.70 ","$61,964.80 ",2013
Thomas Stone NHS,"6,013",$331.40 ,4,$170.10 ,$273.30 ,$419.90 ,2013
Timpanogos Cave NM,"91,269","$5,030.70 ",77,"$2,439.80 ","$3,969.80 ","$6,910.80 ",2013
Timucuan EHP,"1,031,668","$56,865.10 ",804,"$25,671.80 ","$44,202.40 ","$72,574.40 ",2013
Tonto NM,"39,632","$2,184.50 ",31,"$1,116.60 ","$1,813.90 ","$2,911.80 ",2013
Tumacácori NHP,"31,432","$1,732.50 ",23,$688.30 ,"$1,160.50 ","$1,952.70 ",2013
Tuskegee Airmen NHS,"19,300","$1,063.80 ",16,$386.30 ,$660.20 ,"$1,195.20 ",2013
Tuskegee Institute NHS,"47,767","$2,632.90 ",38,$956.20 ,"$1,634.20 ","$2,958.20 ",2013
Tuzigoot NM,"85,746","$4,726.40 ",66,"$2,403.50 ","$3,879.30 ","$6,199.90 ",2013
Ulysses S Grant NHS,"38,605","$2,127.80 ",33,"$1,061.90 ","$1,743.30 ","$2,964.80 ",2013
Upper Delaware NSR&NRR,"228,464","$9,287.30 ",95,"$4,493.30 ","$7,056.60 ","$10,317.90 ",2013
Valley Forge NHP,"1,962,889","$108,177.10 ","1,518","$58,115.90 ","$92,237.00 ","$148,426.20 ",2013
Vanderbilt Mansion NHS,"372,569","$20,535.80 ",245,"$9,906.50 ","$16,729.60 ","$25,156.90 ",2013
Vicksburg NMP,"573,838","$31,629.80 ",461,"$12,850.30 ","$21,780.30 ","$38,211.60 ",2013
Vietnam Veterans MEM,"4,142,721","$73,899.60 ",965,"$38,726.80 ","$63,508.90 ","$98,373.80 ",2013
Virgin Islands NP*,"438,601","$64,671.50 ",798,"$34,010.40 ","$59,637.50 ","$92,336.50 ",2013
Voyageurs NP,"233,389","$18,137.40 ",251,"$5,695.20 ","$11,681.80 ","$20,225.40 ",2013
Walnut Canyon NM,"125,268","$6,904.70 ",87,"$2,465.30 ","$4,175.80 ","$7,087.00 ",2013
War In The Pacific NHP,"266,268","$14,676.60 ",174,"$6,827.10 ","$11,361.30 ","$17,634.00 ",2013
Washington Monument,0,$0.00 ,0,$0.00 ,$0.00 ,$0.00 ,2013
Washita Battlefield NHS,"8,434",$464.90 ,6,$145.00 ,$260.10 ,$471.40 ,2013
Weir Farm NHS,"22,863","$1,260.20 ",14,$675.20 ,"$1,099.50 ","$1,606.80 ",2013
Whiskeytown NRA,"776,025","$31,712.30 ",405,"$10,288.80 ","$19,164.00 ","$33,153.80 ",2013
White House,"231,627","$4,131.90 ",54,"$2,165.30 ","$3,550.90 ","$5,500.30 ",2013
White Sands NM*,"490,543","$24,521.30 ",307,"$7,811.50 ","$14,578.80 ","$25,515.00 ",2013
Whitman Mission NHS,"57,686","$3,179.70 ",41,$982.40 ,"$1,974.00 ","$3,350.60 ",2013
William Howard Taft NHS,"21,102","$1,163.20 ",18,$518.50 ,$880.00 ,"$1,513.00 ",2013
Wilson's Creek NB,"157,309","$8,670.80 ",131,"$3,496.10 ","$5,844.90 ","$10,430.10 ",2013
Wind Cave NP*,"516,142","$48,723.90 ",776,"$18,095.60 ","$32,739.40 ","$59,072.60 ",2013
Wolf Trap National Park for the Performing Arts,"441,167","$24,317.00 ",313,"$12,389.90 ","$20,037.00 ","$31,051.50 ",2013
Women's Rights NHP*,"30,137","$2,059.80 ",23,$667.00 ,"$1,519.90 ","$2,405.80 ",2013
World War II Memorial,"3,934,166","$70,179.30 ",917,"$36,777.20 ","$60,311.70 ","$93,421.40 ",2013
World War II Valor in the Pacific NM,"1,786,024","$98,444.90 ","1,164","$45,793.40 ","$76,207.10 ","$118,281.80 ",2013
Wrangell - St Elias NP&PRES,"69,984","$103,538.90 ","1,430","$51,555.20 ","$86,563.40 ","$144,178.40 ",2013
Wright Brothers NMEM,"447,795","$24,682.30 ",354,"$9,687.20 ","$16,655.00 ","$28,467.60 ",2013
Wupatki NM,"190,878","$10,521.20 ",133,"$3,805.20 ","$6,424.60 ","$10,884.40 ",2013
Yellowstone NP*,"3,188,030","$381,762.70 ","5,300","$156,656.90 ","$258,203.70 ","$451,108.30 ",2013
Yosemite NP*,"3,691,192","$373,269.80 ","5,033","$158,577.70 ","$279,168.10 ","$465,844.80 ",2013
Yukon - Charley Rivers NPRES,"3,914","$6,782.80 ",76,"$3,443.20 ","$6,150.60 ","$9,886.70 ",2013
Zion NP*,"2,807,387","$147,051.90 ","1,763","$73,084.30 ","$119,716.10 ","$185,482.70 ",2013
