Park Unit,Total Recreation Visits,Total Visitor Spending,Jobs,Labor Income,Value Added,Economic Output,Year
Ozark NSR,"1,291,305","$63,776 ",873,"$21,853 ","$36,313 ","$73,310 ",2022
Padre Island NS,"531,624","$26,152 ",356,"$10,395 ","$16,276 ","$31,620 ",2022
Palo Alto Battlefield NHP,"196,252","$12,959 ",196,"$5,623 ","$8,759 ","$17,145 ",2022
Paterson Great Falls NHP,"248,293","$16,396 ",200,"$9,636 ","$14,515 ","$23,451 ",2022
Pea Ridge NMP,"81,992","$5,414 ",81,"$2,373 ","$3,929 ","$7,493 ",2022
Pearl Harbor NMEM,"1,545,582","$294,598 ","3,177","$148,703 ","$288,867 ","$435,118 ",2022
Pecos NHP,"49,683","$3,281 ",45,"$1,421 ","$2,401 ","$4,383 ",2022
Pennsylvania Avenue NHS c,"56,928","$1,213 ",15,$701 ,"$1,161 ","$1,859 ",2022
Perry's Victory & International Peace MEM a,"90,988","$9,034 ",145,"$5,660 ","$8,783 ","$15,256 ",2022
Petersburg NB,"180,907","$11,946 ",174,"$5,736 ","$9,655 ","$17,512 ",2022
Petrified Forest NP,"505,209","$36,752 ",434,"$14,026 ","$23,644 ","$42,065 ",2022
Petroglyph NMb,"339,394","$15,043 ",208,"$6,581 ","$10,934 ","$19,945 ",2022
Pictured Rocks NL,"925,685","$45,873 ",549,"$15,044 ","$26,223 ","$48,775 ",2022
"Pinnacles NP a,b","275,023","$18,922 ",162,"$9,962 ","$15,116 ","$21,802 ",2022
Pipe Spring NM,"23,001","$1,519 ",21,$611 ,"$1,025 ","$1,924 ",2022
Pipestone NM,"78,036","$5,153 ",72,"$2,279 ","$3,741 ","$6,876 ",2022
Piscataway P,"243,212","$16,060 ",195,"$9,024 ","$14,767 ","$23,541 ",2022
Point Reyes NS,"2,336,202","$116,888 ","1,119","$64,019 ","$97,924 ","$149,158 ",2022
Port Chicago Naval Magazine NMEM,"1,129",$75 ,1,$44 ,$68 ,$105 ,2022
President's Park,"714,224","$15,220 ",190,"$8,800 ","$14,563 ","$23,329 ",2022
President William Jefferson Clinton Birthplace Home NHS,"6,078",$402 ,6,$150 ,$265 ,$499 ,2022
Prince William Forest P,"294,916","$19,149 ",222,"$10,403 ","$17,010 ","$26,976 ",2022
Pu`uhonua O Honaunau NHP,"311,441","$20,565 ",211,"$9,564 ","$17,178 ","$26,507 ",2022
Puukohola Heiau NHS,"31,602","$2,087 ",21,$971 ,"$1,743 ","$2,690 ",2022
Rainbow Bridge NM c,81,$5 ,0,$2 ,$3 ,$6 ,2022
Reconstruction Era NHP,"18,262","$1,206 ",15,$470 ,$838 ,"$1,424 ",2022
Redwood NP,"458,400","$32,830 ",428,"$15,247 ","$23,520 ","$41,991 ",2022
Richmond NBP,"173,124","$11,432 ",164,"$5,371 ","$9,071 ","$16,434 ",2022
Rio Grande W&SR c,263,$242 ,4,$99 ,$147 ,$302 ,2022
River Raisin NB,"241,998","$15,979 ",216,"$8,473 ","$13,762 ","$23,630 ",2022
Rock Creek P,"2,026,156","$43,176 ",544,"$25,012 ","$41,369 ","$66,437 ",2022
"Rocky Mountain NP a,b","4,300,424","$583,794 ","8,082","$351,160 ","$566,000 ","$911,894 ",2022
Roger Williams NMEM,"33,838","$2,235 ",28,"$1,323 ","$2,082 ","$3,355 ",2022
Rosie the Riveter WWII Home Front NHP,"37,359","$2,467 ",26,"$1,463 ","$2,250 ","$3,459 ",2022
Ross Lake NRA,"998,019","$50,572 ",469,"$23,594 ","$40,625 ","$61,901 ",2022
Russell Cave NM,"16,988","$1,122 ",16,$474 ,$774 ,"$1,447 ",2022
Sagamore Hill NHS,"91,735","$6,057 ",64,"$3,581 ","$5,831 ","$8,756 ",2022
Saguaro NP,"908,194","$66,012 ",876,"$34,400 ","$58,183 ","$99,981 ",2022
Saint-Gaudens NHS a,"25,513","$1,412 ",19,$864 ,"$1,357 ","$2,204 ",2022
Saint Croix Island IHS,"12,139",$801 ,11,$349 ,$580 ,"$1,043 ",2022
Saint Croix NSR,"833,773","$41,088 ",544,"$20,813 ","$33,734 ","$59,329 ",2022
Saint Paul's Church NHS,"8,790",$581 ,6,$344 ,$560 ,$843 ,2022
Salem Maritime NHS,"392,836","$25,940 ",322,"$15,801 ","$24,569 ","$39,545 ",2022
Salinas Pueblo Missions NM,"37,190","$2,456 ",34,"$1,045 ","$1,770 ","$3,246 ",2022
Salt River Bay NHP&EP,"12,155",$803 ,8,$373 ,$671 ,"$1,035 ",2022
San Antonio Missions NHP a,"1,238,920","$98,296 ","1,538","$53,164 ","$85,422 ","$155,220 ",2022
San Francisco Maritime NHP,"3,034,750","$86,772 ",803,"$43,339 ","$66,017 ","$102,967 ",2022
San Juan Island NHP,"700,325","$46,243 ",468,"$22,966 ","$39,892 ","$60,999 ",2022
San Juan NHS,"1,027,264","$67,832 ",697,"$31,547 ","$56,659 ","$87,432 ",2022
Sand Creek Massacre NHS,"4,772",$315 ,4,$92 ,$172 ,$335 ,2022
Santa Monica Mountains NRA,"795,217","$39,708 ",462,"$22,152 ","$34,853 ","$56,592 ",2022
Saratoga NHP,"70,742","$4,671 ",59,"$2,108 ","$3,597 ","$6,126 ",2022
Saugus Iron Works NHS,"27,478","$1,814 ",23,"$1,103 ","$1,718 ","$2,768 ",2022
Scotts Bluff NM,"174,651","$11,533 ",153,"$4,415 ","$7,376 ","$13,728 ",2022
Sequoia NP a,"1,153,198","$96,798 ","1,157","$43,636 ","$70,315 ","$117,862 ",2022
Shenandoah NP,"1,449,300","$104,152 ","1,239","$55,478 ","$90,656 ","$145,464 ",2022
Shiloh NMP,"387,205","$25,567 ",358,"$9,355 ","$15,804 ","$30,531 ",2022
Sitka NHP,"134,451","$26,014 ",450,"$16,214 ","$21,923 ","$39,698 ",2022
Sleeping Bear Dunes NL a,"1,501,117","$181,614 ","2,392","$72,500 ","$129,711 ","$234,042 ",2022
Springfield Armory NHS,"14,486",$957 ,12,$542 ,$858 ,"$1,386 ",2022
Statue Of Liberty NM,"3,141,213","$207,420 ","2,251","$123,600 ","$200,874 ","$304,308 ",2022
Steamtown NHS a,"71,232","$4,351 ",62,"$2,312 ","$3,577 ","$6,285 ",2022
Stones River NB,"417,791","$27,587 ",360,"$14,740 ","$23,731 ","$40,068 ",2022
Stonewall NM c,"1,581,961","$104,460 ","1,137","$62,260 ","$101,242 ","$153,520 ",2022
Sunset Crater Volcano NM c,"54,787","$3,618 ",45,"$1,484 ","$2,424 ","$4,274 ",2022
Tallgrass Prairie NPRES,"24,795","$1,638 ",23,$680 ,"$1,159 ","$2,137 ",2022
Thaddeus Kosciuszko NMEM,"1,680",$111 ,2,$68 ,$106 ,$176 ,2022
Theodore Roosevelt Birthplace NHS,"7,948",$525 ,6,$313 ,$509 ,$772 ,2022
Theodore Roosevelt Inaugural NHS,"19,728","$1,303 ",16,$599 ,"$1,051 ","$1,765 ",2022
Theodore Roosevelt Island P,"171,500","$11,324 ",139,"$6,402 ","$10,460 ","$16,771 ",2022
Theodore Roosevelt NP,"668,679","$47,721 ",570,"$17,091 ","$29,032 ","$52,799 ",2022
"Thomas Edison NHP a,b,c","33,095",$777 ,7,$425 ,$680 ,$996 ,2022
"Thomas Jefferson MEM a,b","2,975,148","$100,374 ","1,337","$63,997 ","$102,922 ","$156,569 ",2022
Thomas Stone NHS,"4,821",$318 ,4,$179 ,$292 ,$464 ,2022
Timpanogos Cave NM,"155,995","$10,301 ",145,"$5,122 ","$8,670 ","$15,589 ",2022
Timucuan EHP,"1,102,223","$72,782 ","1,045","$35,120 ","$59,669 ","$105,969 ",2022
Tonto NM,"31,504","$2,080 ",29,"$1,117 ","$1,862 ","$3,207 ",2022
Tule Springs Fossil Beds NM,"47,674","$3,148 ",36,"$1,560 ","$2,690 ","$4,306 ",2022
Tumacacori NHP,"38,786","$2,561 ",34,"$1,143 ","$1,900 ","$3,361 ",2022
Tuskegee Airmen NHS,"16,137","$1,065 ",16,$414 ,$689 ,"$1,358 ",2022
Tuskegee Institute NHS,"9,769",$645 ,10,$251 ,$417 ,$822 ,2022
Tuzigoot NM,"116,639","$7,702 ",105,"$4,134 ","$6,876 ","$11,782 ",2022
Ulysses S Grant NHS,"32,354","$2,137 ",32,"$1,156 ","$1,875 ","$3,355 ",2022
Upper Delaware NSR&NRR,"270,718","$13,518 ",129,"$6,981 ","$11,315 ","$17,098 ",2022
Valles Caldera NPRES,"63,738","$4,612 ",61,"$1,947 ","$3,346 ","$6,025 ",2022
Valley Forge NHP a,"1,645,298","$23,386 ",357,"$14,279 ","$22,349 ","$38,503 ",2022
"Vanderbilt Mansion NHS a,b","326,012","$13,831 ",173,"$6,322 ","$11,081 ","$18,031 ",2022
Vicksburg NMP,"410,487","$27,105 ",403,"$10,993 ","$19,007 ","$36,538 ",2022
Vietnam Veterans MEM,"4,886,254","$104,124 ","1,302","$60,204 ","$99,632 ","$159,605 ",2022
Virgin Islands NP a,"196,752","$31,028 ",347,"$15,075 ","$28,661 ","$43,520 ",2022
Voyageurs NP,"221,434","$20,136 ",278,"$7,953 ","$13,645 ","$25,414 ",2022
Waco Mammoth NM,"88,240","$5,826 ",83,"$2,703 ","$4,220 ","$7,772 ",2022
Walnut Canyon NM,"179,396","$11,846 ",147,"$4,859 ","$7,936 ","$13,996 ",2022
War In The Pacific NHP,"380,578","$25,130 ",258,"$11,687 ","$20,991 ","$32,391 ",2022
Washington Monument,"260,317","$5,548 ",69,"$3,208 ","$5,308 ","$8,503 ",2022
Washita Battlefield NHS,"12,658",$835 ,12,$257 ,$445 ,$945 ,2022
Weir Farm NHS,"37,977","$2,508 ",27,"$1,475 ","$2,404 ","$3,619 ",2022
Whiskeytown NRA,"1,505,134","$74,987 ",886,"$32,393 ","$50,290 ","$87,778 ",2022
White House c,"236,380","$5,037 ",63,"$2,912 ","$4,820 ","$7,721 ",2022
White Sands NP a,"705,127","$42,405 ",572,"$16,168 ","$26,111 ","$50,919 ",2022
Whitman Mission NHS,"52,000","$3,434 ",40,"$1,361 ","$2,457 ","$4,116 ",2022
William Howard Taft NHS,"27,740","$1,832 ",27,$981 ,"$1,557 ","$2,785 ",2022
Wilson's Creek NB,"282,914","$18,681 ",276,"$8,094 ","$13,226 ","$25,296 ",2022
Wind Cave NP a,"607,418","$52,696 ",741,"$23,201 ","$41,099 ","$75,038 ",2022
Wolf Trap National Park for the Performing Arts,"445,497","$29,417 ",365,"$16,679 ","$27,241 ","$43,803 ",2022
Women's Rights NHP a,"34,294","$2,788 ",32,"$1,240 ","$2,273 ","$3,702 ",2022
World War I MEM,"848,634","$18,084 ",196,"$9,865 ","$15,970 ","$24,487 ",2022
World War II Memorial,"4,815,309","$102,612 ","1,283","$59,330 ","$98,185 ","$157,287 ",2022
Wrangell - St Elias NP&PRES,"65,236","$107,689 ","1,510","$58,942 ","$94,051 ","$161,154 ",2022
Wright Brothers NMEM,"437,391","$28,881 ",421,"$12,316 ","$20,851 ","$39,101 ",2022
Wupatki NM,"194,448","$14,153 ",170,"$5,726 ","$9,504 ","$16,660 ",2022
Yellowstone NP a,"3,290,242","$452,025 ","6,234","$210,832 ","$327,536 ","$599,600 ",2022
Yosemite NP a,"3,667,550","$497,552 ","6,314","$243,403 ","$398,697 ","$683,739 ",2022
Yukon - Charley Rivers NPRES c,744,"$1,074 ",15,$589 ,$952 ,"$1,621 ",2022
"Zion NP a,b","4,692,417","$672,427 ","10,777","$277,900 ","$492,714 ","$961,270 ",2022
