Park Unit,Total Recreation Visits,Total Visitor Spending,Jobs,Labor Income,Value Added,Economic Output,Year
Missouri NRR,"148,209","$6,449.20 ",102,"$2,435.80 ","$4,079.60 ","$7,582.30 ",2016
Mojave NPRES,"585,634","$34,205.50 ",490,"$16,826.30 ","$26,693.10 ","$43,497.90 ",2016
Monocacy NB*,"87,547","$7,309.20 ",103,"$4,096.80 ","$6,453.60 ","$10,268.50 ",2016
Montezuma Castle NM,"392,168","$22,929.50 ",340,"$12,212.00 ","$19,554.40 ","$32,144.10 ",2016
Moores Creek NB,"83,890","$5,399.70 ",81,"$2,078.50 ","$3,644.80 ","$6,473.80 ",2016
Morristown NHP,"252,515","$14,764.20 ",193,"$8,783.00 ","$13,536.10 ","$20,739.30 ",2016
Mount Rainier NP*,"1,356,913","$50,720.60 ",654,"$23,276.70 ","$40,311.50 ","$64,807.90 ",2016
Mount Rushmore NMEM,"2,431,231","$142,150.60 ","2,412","$59,021.20 ","$95,561.80 ","$184,247.40 ",2016
Muir Woods NM,"1,123,120","$65,667.20 ",903,"$37,827.50 ","$56,129.90 ","$90,040.60 ",2016
Natchez NHP,"204,120","$11,934.60 ",185,"$5,148.70 ","$8,313.40 ","$14,741.00 ",2016
Natchez Trace PKWY,"5,891,315","$141,922.70 ","1,907","$50,045.50 ","$80,321.10 ","$141,527.40 ",2016
National Capital Parks Central,"1,813,222","$34,414.40 ",493,"$19,386.40 ","$30,636.10 ","$48,818.10 ",2016
National Capital Parks East,"1,224,671","$23,243.90 ",337,"$12,997.20 ","$20,912.30 ","$33,352.80 ",2016
National Park of American Samoa,"28,893","$1,689.30 ",21,$798.40 ,"$1,322.30 ","$2,070.20 ",2016
Natural Bridges NM,"101,843","$6,407.80 ",87,"$2,360.40 ","$4,129.70 ","$7,130.50 ",2016
Navajo NM,"65,704","$4,155.80 ",56,"$1,525.60 ","$2,662.60 ","$4,591.20 ",2016
New Bedford Whaling NHP*,"145,499","$7,810.10 ",123,"$4,660.20 ","$7,253.70 ","$11,567.70 ",2016
New Orleans Jazz NHP,"35,515","$2,076.60 ",32,"$1,008.60 ","$1,604.70 ","$2,753.20 ",2016
New River Gorge NR,"1,197,930","$52,097.90 ",781,"$20,907.10 ","$33,608.20 ","$59,790.30 ",2016
Nez Perce NHP,"239,907","$14,027.00 ",215,"$5,536.80 ","$9,929.50 ","$17,283.70 ",2016
Nicodemus NHS*,"3,552",$197.40 ,3,$55.90 ,$102.00 ,$191.60 ,2016
Ninety Six NHS,"118,002","$6,899.50 ",109,"$2,899.70 ","$5,043.70 ","$8,820.90 ",2016
Niobrara NSR,"73,812","$3,211.90 ",49,$867.30 ,"$1,537.70 ","$3,079.90 ",2016
Noatak NPRES,"17,000","$26,810.60 ",348,"$12,708.00 ","$23,331.40 ","$38,201.00 ",2016
North Cascades NP,"28,646","$1,289.00 ",15,$553.10 ,$933.20 ,"$1,488.90 ",2016
Obed W&SR*,"231,389","$4,089.30 ",50,"$1,417.20 ","$2,275.60 ","$3,893.60 ",2016
Ocmulgee NM,"162,261","$9,487.20 ",160,"$3,635.40 ","$6,292.20 ","$11,619.90 ",2016
Olympic NP,"3,390,221","$286,786.30 ","3,842","$138,786.90 ","$246,007.50 ","$398,689.90 ",2016
Oregon Caves NM,"80,613","$5,768.30 ",94,"$2,458.40 ","$4,048.50 ","$7,413.90 ",2016
Organ Pipe Cactus NM,"234,187","$14,484.90 ",207,"$7,465.00 ","$12,178.60 ","$20,142.00 ",2016
Ozark NSR,"1,241,480","$53,392.80 ",823,"$18,859.40 ","$31,227.30 ","$58,127.30 ",2016
Padre Island NS,"634,013","$27,231.10 ",406,"$9,839.90 ","$17,303.30 ","$31,262.50 ",2016
Palo Alto Battlefield NHP,"58,555","$3,423.60 ",57,"$1,262.50 ","$2,296.60 ","$4,232.80 ",2016
Paterson Great Falls NHP,"177,499","$10,378.10 ",139,"$6,139.70 ","$8,994.50 ","$13,875.30 ",2016
Pea Ridge NMP,"119,490","$6,986.50 ",118,"$3,148.50 ","$5,091.50 ","$9,204.30 ",2016
Pecos NHP,"39,715","$2,322.10 ",37,"$1,048.90 ","$1,663.70 ","$2,995.10 ",2016
Pennsylvania Avenue NHSX,0,$0.00 ,0,$0.00 ,$0.00 ,$0.00 ,2016
Perry's Victory & International Peace MEM*,"142,152","$12,768.60 ",243,"$7,359.30 ","$11,552.90 ","$20,097.10 ",2016
Petersburg NB,"191,899","$11,220.10 ",183,"$5,204.80 ","$8,581.50 ","$15,182.20 ",2016
Petrified Forest NP,"643,273","$41,429.10 ",568,"$14,902.30 ","$26,303.00 ","$45,858.20 ",2016
Petroglyph NM,"124,177","$7,260.40 ",120,"$3,228.10 ","$5,142.10 ","$9,344.10 ",2016
Pictured Rocks NL,"777,428","$33,598.40 ",474,"$10,705.00 ","$19,138.20 ","$34,354.10 ",2016
Pinnacles NP,"215,555","$12,603.20 ",172,"$6,290.30 ","$9,570.00 ","$15,483.60 ",2016
Pipe Spring NM,"46,711","$2,731.20 ",42,"$1,028.50 ","$1,807.60 ","$3,205.20 ",2016
Pipestone NM,"67,489","$3,945.90 ",66,"$1,639.70 ","$2,703.90 ","$5,037.50 ",2016
Piscataway P,"123,381","$7,213.90 ",100,"$3,937.00 ","$6,162.10 ","$9,773.60 ",2016
Point Reyes NS,"2,438,443","$107,103.50 ","1,361","$57,311.10 ","$84,827.60 ","$135,310.70 ",2016
Port Chicago Naval Magazine NMEM,"1,943",$113.70 ,0,$65.70 ,$98.10 ,$158.40 ,2016
President William Jefferson Clinton Birthplace Home NHS,"10,468",$612.00 ,9,$244.00 ,$414.90 ,$740.70 ,2016
President's Park,"989,424","$18,779.00 ",269,"$10,587.60 ","$16,720.10 ","$26,612.70 ",2016
Prince William Forest P,"344,435","$19,803.80 ",259,"$10,285.60 ","$16,279.60 ","$25,853.60 ",2016
Pu`uhonua O Honaunau NHP,"421,028","$24,616.90 ",309,"$11,634.50 ","$19,268.20 ","$30,167.00 ",2016
Puukohola Heiau NHS,"138,564","$8,101.60 ",103,"$3,829.00 ","$6,341.30 ","$9,928.20 ",2016
Rainbow Bridge NM,"86,369","$5,049.80 ",73,"$1,872.70 ","$3,259.60 ","$5,653.50 ",2016
Redwood NP,"536,297","$34,282.70 ",548,"$14,247.20 ","$23,530.30 ","$42,801.50 ",2016
Richmond NBP,"208,969","$12,218.10 ",200,"$5,650.40 ","$9,374.50 ","$16,508.50 ",2016
Rio Grande W&SR,496,$525.00 ,11,$211.80 ,$376.80 ,$702.60 ,2016
River Raisin NB,"202,376","$11,832.70 ",189,"$5,860.60 ","$9,521.70 ","$16,399.50 ",2016
Rock Creek P,"2,478,735","$47,045.70 ",674,"$26,525.80 ","$41,937.20 ","$66,863.00 ",2016
Rocky Mountain NP*,"4,517,586","$298,746.70 ","4,575","$169,248.10 ","$273,812.20 ","$455,824.70 ",2016
Roger Williams NMEM,"65,587","$3,834.80 ",54,"$2,107.00 ","$3,348.80 ","$5,327.60 ",2016
Rosie the Riveter WWII Home Front NHP,"64,425","$3,766.80 ",52,"$2,176.40 ","$3,237.60 ","$5,215.30 ",2016
Ross Lake NRA,"905,419","$40,011.30 ",492,"$18,119.10 ","$30,389.30 ","$48,600.20 ",2016
Russell Cave NM,"24,649","$1,441.20 ",23,$587.40 ,$999.90 ,"$1,794.50 ",2016
Sagamore Hill NHS,"53,920","$3,152.60 ",39,"$1,848.40 ","$2,865.10 ","$4,306.40 ",2016
Saguaro NP,"820,427","$52,811.20 ",762,"$27,404.10 ","$44,829.80 ","$74,230.90 ",2016
Saint Croix NSR,"708,259","$30,333.20 ",473,"$14,829.00 ","$23,759.60 ","$41,649.10 ",2016
Saint Croix Island IHS,"13,856",$810.10 ,12,$336.40 ,$542.90 ,$990.80 ,2016
Saint Paul's Church NHS,"20,831","$1,218.00 ",15,$716.30 ,"$1,110.80 ","$1,671.10 ",2016
Saint-Gaudens NHS*,"42,377","$2,116.60 ",34,"$1,160.20 ","$1,929.20 ","$3,165.40 ",2016
Salem Maritime NHS,"371,989","$21,749.60 ",317,"$12,317.50 ","$19,273.30 ","$30,792.30 ",2016
Salinas Pueblo Missions NM,"32,415","$1,895.30 ",30,$852.20 ,"$1,355.10 ","$2,442.80 ",2016
Salt River Bay EHP,"16,449",$961.70 ,11,$454.50 ,$752.80 ,"$1,178.50 ",2016
San Antonio Missions NHP,"1,358,911","$79,453.60 ","1,268","$38,597.70 ","$63,829.80 ","$110,688.20 ",2016
San Francisco Maritime NHP,"4,334,752","$105,955.10 ","1,295","$51,771.90 ","$76,064.30 ","$122,391.30 ",2016
San Juan NHS,"1,456,552","$85,162.50 ","1,065","$40,249.60 ","$66,658.70 ","$104,363.10 ",2016
San Juan Island NHP,"316,123","$18,483.30 ",244,"$8,829.80 ","$14,965.00 ","$24,061.30 ",2016
Sand Creek Massacre NHS,"6,848",$400.40 ,7,$108.40 ,$210.30 ,$399.00 ,2016
Santa Monica Mountains NRA,"906,605","$39,449.50 ",557,"$21,192.30 ","$32,743.80 ","$54,340.80 ",2016
Saratoga NHP,"102,807","$6,011.00 ",88,"$2,545.70 ","$4,621.70 ","$7,654.60 ",2016
Saugus Iron Works NHS,"11,160",$652.50 ,10,$368.80 ,$578.60 ,$924.60 ,2016
Scotts Bluff NM,"130,085","$7,605.80 ",113,"$2,998.80 ","$5,134.10 ","$8,872.80 ",2016
Sequoia NP*,"1,254,688","$95,203.60 ","1,337","$38,526.60 ","$66,020.80 ","$113,958.40 ",2016
Shenandoah NP,"1,437,341","$96,204.10 ","1,278","$50,004.00 ","$79,138.60 ","$126,153.40 ",2016
Shiloh NMP,"421,863","$24,665.80 ",394,"$9,167.00 ","$15,709.90 ","$28,763.60 ",2016
Sitka NHP,"217,141","$38,513.30 ",741,"$21,506.40 ","$31,966.50 ","$55,343.20 ",2016
Sleeping Bear Dunes NL*,"1,683,554","$183,131.90 ","2,872","$71,355.70 ","$130,603.90 ","$231,016.10 ",2016
Springfield Armory NHS,"22,434","$1,311.70 ",18,$696.30 ,"$1,123.30 ","$1,794.80 ",2016
Statue Of Liberty NM,"4,501,548","$263,199.00 ","3,352","$155,427.80 ","$240,682.00 ","$364,030.00 ",2016
Steamtown NHS*,"99,660","$5,403.50 ",86,"$2,796.40 ","$4,429.40 ","$7,432.40 ",2016
Stones River NB,"346,213","$20,242.60 ",322,"$9,872.60 ","$16,222.80 ","$27,545.20 ",2016
Sunset Crater Volcano NM,"60,232","$3,521.70 ",52,"$1,289.30 ","$2,289.40 ","$3,933.70 ",2016
Tallgrass Prairie NPRES,"29,378","$1,717.80 ",26,$735.70 ,"$1,215.00 ","$2,188.50 ",2016
Thaddeus Kosciuszko NMEM,"2,795",$163.50 ,3,$95.90 ,$149.00 ,$242.60 ,2016
Theodore Roosevelt NP,"753,880","$47,793.70 ",654,"$17,797.10 ","$28,484.60 ","$51,009.70 ",2016
Theodore Roosevelt Birthplace NHS,"6,583",$384.90 ,3,$226.80 ,$352.10 ,$533.20 ,2016
Theodore Roosevelt Inaugural NHS,"29,200","$1,707.30 ",25,$712.30 ,"$1,345.40 ","$2,196.00 ",2016
Theodore Roosevelt Island P,"164,361","$9,609.90 ",135,"$5,243.70 ","$8,229.10 ","$13,117.60 ",2016
Thomas Edison NHP,"57,695","$3,373.40 ",44,"$1,995.50 ","$3,073.00 ","$4,670.50 ",2016
Thomas Jefferson NMEM,"3,414,345","$64,803.30 ",923,"$36,536.10 ","$57,698.40 ","$91,836.40 ",2016
Thomas Stone NHS,"10,652",$622.80 ,8,$341.30 ,$532.40 ,$842.70 ,2016
Timpanogos Cave NM,"91,261","$5,335.90 ",90,"$2,824.90 ","$4,425.30 ","$7,930.60 ",2016
Timucuan EHP,"1,148,495","$67,150.90 ","1,082","$32,247.00 ","$53,560.10 ","$92,245.10 ",2016
Tonto NM,"38,048","$2,224.60 ",33,"$1,187.80 ","$1,912.40 ","$3,155.80 ",2016
Tumacácori NHP,"43,830","$2,562.60 ",39,"$1,029.60 ","$1,800.70 ","$3,096.00 ",2016
Tuskegee Airmen NHS,"31,132","$1,820.20 ",31,$723.80 ,"$1,195.80 ","$2,234.80 ",2016
Tuskegee Institute NHS,"8,452",$494.20 ,8,$196.50 ,$324.60 ,$606.70 ,2016
Tuzigoot NM,"104,605","$6,116.10 ",89,"$3,269.90 ","$5,227.30 ","$8,583.70 ",2016
Ulysses S Grant NHS,"46,070","$2,693.70 ",47,"$1,427.20 ","$2,241.00 ","$3,961.70 ",2016
Upper Delaware NSR&NRR,"264,362","$11,503.50 ",130,"$6,033.90 ","$9,155.30 ","$13,787.80 ",2016
Valley Forge NHP,"2,428,724","$30,661.70 ",540,"$18,419.20 ","$28,231.10 ","$46,515.70 ",2016
Vanderbilt Mansion NHS,"387,855","$22,677.30 ",309,"$12,139.30 ","$19,514.90 ","$30,365.80 ",2016
Vicksburg NMP,"508,915","$29,755.60 ",488,"$13,749.80 ","$21,775.80 ","$39,140.70 ",2016
Vietnam Veterans MEM,"5,299,713","$100,587.00 ","1,434","$56,710.90 ","$89,558.90 ","$142,547.50 ",2016
Virgin Islands NP*,"411,343","$59,829.10 ",779,"$29,448.50 ","$51,991.30 ","$80,376.40 ",2016
Voyageurs NP,"241,911","$19,780.20 ",310,"$7,616.10 ","$13,551.40 ","$24,601.60 ",2016
Waco Mammoth NM,"69,511","$4,064.30 ",65,"$1,577.00 ","$2,744.50 ","$4,930.90 ",2016
Walnut Canyon NM,"152,445","$8,913.20 ",130,"$3,263.20 ","$5,794.40 ","$9,956.00 ",2016
War In The Pacific NHP,"488,987","$28,590.40 ",356,"$13,512.40 ","$22,378.40 ","$35,036.30 ",2016
Washington Monument,"252,677","$4,795.70 ",70,"$2,703.80 ","$4,269.90 ","$6,796.30 ",2016
Washita Battlefield NHS,"12,313",$719.90 ,10,$253.40 ,$429.10 ,$797.70 ,2016
Weir Farm NHS,"39,080","$2,285.00 ",26,"$1,328.30 ","$2,067.10 ","$3,116.30 ",2016
Whiskeytown NRA,"875,566","$37,748.70 ",546,"$13,975.20 ","$24,040.30 ","$41,874.70 ",2016
White House,"611,207","$11,600.50 ",166,"$6,540.40 ","$10,328.70 ","$16,439.80 ",2016
White Sands NM*,"555,794","$29,298.60 ",437,"$10,591.70 ","$18,186.50 ","$33,565.90 ",2016
Whitman Mission NHS,"50,148","$2,932.10 ",42,"$1,076.30 ","$1,952.90 ","$3,325.30 ",2016
William Howard Taft NHS,"30,723","$1,796.30 ",30,$925.10 ,"$1,444.20 ","$2,558.90 ",2016
Wilson's Creek NB,"183,699","$10,740.70 ",184,"$4,822.70 ","$7,796.70 ","$14,112.40 ",2016
Wind Cave NP*,"617,377","$62,282.90 ","1,066","$25,980.00 ","$42,848.50 ","$82,815.20 ",2016
Wolf Trap National Park for the Performing Arts,"437,513","$25,580.70 ",360,"$13,969.10 ","$21,941.90 ","$35,054.80 ",2016
Women's Rights NHP*,"52,683","$3,828.20 ",52,"$1,624.60 ","$3,096.00 ","$4,959.40 ",2016
World War II Memorial,"4,856,532","$92,175.60 ","1,313","$51,968.50 ","$82,069.70 ","$130,627.20 ",2016
World War II Valor in the Pacific NM,"1,819,020","$106,355.40 ","1,330","$50,265.90 ","$83,246.90 ","$130,334.20 ",2016
Wrangell - St Elias NP&PRES,"79,047","$124,665.50 ","1,619","$59,090.60 ","$108,487.80 ","$177,629.40 ",2016
Wright Brothers NMEM,"458,776","$26,824.00 ",431,"$11,796.10 ","$19,305.90 ","$34,248.00 ",2016
Wupatki NM,"223,173","$14,376.60 ",198,"$5,296.90 ","$9,388.60 ","$16,009.90 ",2016
Yellowstone NP*,"4,257,177","$524,319.80 ","8,156","$238,536.40 ","$383,908.10 ","$680,381.80 ",2016
Yosemite NP*,"5,028,868","$520,629.10 ","7,883","$238,955.10 ","$401,329.80 ","$686,339.50 ",2016
Yukon - Charley Rivers NPRES,"1,090","$1,025.80 ",8,$407.80 ,$964.30 ,"$1,441.80 ",2016
Zion NP*,"4,295,127","$244,531.70 ","3,382","$126,205.30 ","$208,287.20 ","$333,151.70 ",2016
