Park Unit,Total Recreation Visits,Total Visitor Spending,Jobs,Labor Income,Value Added,Economic Output,Year
Minute Man NHP,"1,023,920","$58,541.10 ",810,"$31,980.90 ","$52,050.00 ","$83,125.90 ",2017
Minuteman Missile NHS*,"143,715","$10,447.70 ",159,"$4,075.20 ","$6,861.30 ","$12,996.10 ",2017
Mississippi NRRA,"436,735","$18,649.70 ",262,"$8,690.60 ","$15,139.10 ","$25,637.30 ",2017
Missouri NRR,"119,816","$5,116.40 ",75,"$1,897.80 ","$3,219.30 ","$5,945.60 ",2017
Mojave NPRES,"716,604","$40,955.10 ",547,"$19,186.90 ","$31,638.60 ","$51,501.60 ",2017
Monocacy NB*,"113,819","$9,283.60 ",122,"$4,900.00 ","$8,253.90 ","$13,051.60 ",2017
Montezuma Castle NM,"398,175","$22,765.10 ",335,"$12,124.30 ","$19,992.90 ","$33,294.90 ",2017
Moores Creek NB,"86,747","$5,457.20 ",80,"$1,963.70 ","$3,531.80 ","$6,413.40 ",2017
Morristown NHP,"268,295","$15,339.40 ",186,"$8,715.90 ","$14,039.00 ","$21,291.00 ",2017
Mount Rainier NP*,"1,415,867","$50,573.20 ",621,"$21,716.40 ","$39,617.80 ","$63,485.90 ",2017
Mount Rushmore NMEM,"2,437,800","$139,377.60 ","2,135","$56,111.90 ","$95,220.50 ","$177,263.50 ",2017
Muir Woods NM,"1,062,100","$60,724.00 ",778,"$33,448.00 ","$52,794.00 ","$82,778.60 ",2017
Natchez NHP,"233,339","$13,340.80 ",203,"$5,512.00 ","$9,464.30 ","$16,803.20 ",2017
Natchez Trace PKWY,"6,326,063","$151,024.10 ","1,973","$54,252.20 ","$86,686.80 ","$154,243.20 ",2017
National Capital Parks Central,"1,932,762","$35,784.90 ",481,"$18,862.40 ","$32,034.90 ","$50,849.50 ",2017
National Capital Parks East,"1,366,141","$25,294.00 ",345,"$13,442.70 ","$22,973.50 ","$36,598.20 ",2017
National Park of American Samoa,"69,468","$3,971.70 ",51,"$1,902.40 ","$3,243.30 ","$5,183.20 ",2017
Natural Bridges NM,"107,444","$6,611.80 ",87,"$2,400.70 ","$4,154.10 ","$7,358.20 ",2017
Navajo NM,"68,786","$4,235.50 ",54,"$1,521.50 ","$2,633.40 ","$4,680.90 ",2017
New Bedford Whaling NHP*,"166,894","$8,742.00 ",128,"$5,029.00 ","$8,145.50 ","$12,894.40 ",2017
New Orleans Jazz NHP,"40,815","$2,333.60 ",35,"$1,060.60 ","$1,813.90 ","$3,102.90 ",2017
New River Gorge NR,"1,168,658","$49,875.70 ",729,"$19,009.30 ","$31,640.00 ","$57,040.50 ",2017
Nez Perce NHP,"238,424","$13,631.50 ",203,"$5,161.80 ","$9,457.20 ","$16,700.40 ",2017
Nicodemus NHS*,"2,917",$159.90 ,1,$44.30 ,$78.70 ,$155.00 ,2017
Ninety Six NHS,"113,102","$6,466.50 ",100,"$2,640.60 ","$4,662.50 ","$8,313.60 ",2017
Niobrara NSR,"80,806","$3,450.60 ",50,$885.50 ,"$1,613.80 ","$3,299.40 ",2017
Noatak NPRES,"17,000","$26,102.60 ",339,"$12,082.80 ","$22,913.60 ","$38,050.00 ",2017
North Cascades NP,"30,326","$1,361.50 ",16,$575.40 ,"$1,005.50 ","$1,577.90 ",2017
Obed W&SR*,"214,783","$3,818.80 ",47,"$1,343.10 ","$2,043.70 ","$3,662.40 ",2017
Ocmulgee NM,"156,907","$8,970.90 ",147,"$3,290.00 ","$5,669.80 ","$10,827.50 ",2017
Olympic NP,"3,401,997","$279,392.00 ","3,556","$128,527.50 ","$240,936.30 ","$384,683.90 ",2017
Oregon Caves NM,"72,212","$4,906.40 ",77,"$1,963.10 ","$3,189.50 ","$6,070.30 ",2017
Organ Pipe Cactus NM,"260,534","$15,862.50 ",225,"$8,180.00 ","$13,684.40 ","$22,987.80 ",2017
Ozark NSR,"1,165,295","$49,336.20 ",739,"$16,615.20 ","$27,414.90 ","$52,817.30 ",2017
Padre Island NS,"650,197","$27,405.50 ",376,"$9,935.00 ","$17,141.60 ","$30,684.00 ",2017
Palo Alto Battlefield NHP,"84,361","$4,823.20 ",75,"$1,824.40 ","$3,236.60 ","$5,965.20 ",2017
Paterson Great Falls NHP,"308,200","$17,620.90 ",212,"$9,469.10 ","$15,135.90 ","$22,868.10 ",2017
Pea Ridge NMP,"121,163","$6,927.40 ",111,"$2,913.20 ","$4,903.20 ","$8,942.00 ",2017
Pecos NHP,"40,651","$2,324.20 ",36,$994.90 ,"$1,686.90 ","$3,031.50 ",2017
Pennsylvania Avenue NHS,"108,716","$2,012.90 ",26,"$1,060.90 ","$1,801.80 ","$2,856.50 ",2017
Perry's Victory & International Peace MEM*,"84,769","$7,395.30 ",129,"$4,021.20 ","$6,904.70 ","$11,687.50 ",2017
Petersburg NB,"208,472","$11,919.10 ",188,"$5,327.30 ","$9,190.10 ","$16,315.90 ",2017
Petrified Forest NP,"627,756","$39,510.10 ",525,"$13,830.80 ","$24,164.70 ","$43,524.80 ",2017
Petroglyph NM,"141,802","$8,107.40 ",127,"$3,416.80 ","$5,825.20 ","$10,577.60 ",2017
Pictured Rocks NL,"781,190","$33,114.90 ",425,"$10,187.80 ","$18,528.40 ","$32,882.40 ",2017
Pinnacles NP,"233,334","$13,340.60 ",171,"$6,514.00 ","$10,259.50 ","$16,391.30 ",2017
Pipe Spring NM,"29,064","$1,661.70 ",25,$633.70 ,"$1,062.70 ","$1,932.90 ",2017
Pipestone NM,"76,486","$4,373.00 ",68,"$1,809.10 ","$3,113.60 ","$5,686.50 ",2017
Piscataway P,"154,011","$8,805.40 ",115,"$4,565.00 ","$7,583.80 ","$11,961.60 ",2017
Point Reyes NS,"2,456,669","$105,948.90 ","1,244","$54,191.80 ","$85,051.70 ","$132,388.90 ",2017
Port Chicago Naval Magazine NMEM,"1,086",$62.10 ,0,$34.50 ,$54.60 ,$86.30 ,2017
President William Jefferson Clinton Birthplace Home NHS,"10,177",$581.80 ,8,$217.80 ,$389.70 ,$702.30 ,2017
President's Park,"1,477,913","$27,363.40 ",364,"$14,421.60 ","$24,494.00 ","$38,831.60 ",2017
Prince William Forest P,"360,539","$20,382.90 ",251,"$10,171.00 ","$16,974.00 ","$26,740.40 ",2017
Pu`uhonua O Honaunau NHP,"505,736","$28,914.70 ",361,"$13,849.60 ","$23,611.40 ","$37,734.70 ",2017
Puukohola Heiau NHS,"147,260","$8,419.40 ",105,"$4,032.70 ","$6,875.20 ","$10,987.60 ",2017
Rainbow Bridge NM,"108,418","$6,198.70 ",88,"$2,277.90 ","$3,903.50 ","$6,962.20 ",2017
Redwood NP,"445,000","$27,810.70 ",433,"$10,955.90 ","$17,680.20 ","$33,521.90 ",2017
Richmond NBP,"224,015","$12,807.80 ",200,"$5,669.30 ","$9,797.80 ","$17,330.60 ",2017
Rio Grande W&SR,399,$447.50 ,9,$154.20 ,$305.80 ,$604.80 ,2017
River Raisin NB,"238,813","$13,653.80 ",200,"$6,427.10 ","$11,287.20 ","$18,919.70 ",2017
Rock Creek P,"2,483,788","$45,987.10 ",615,"$24,266.50 ","$41,203.00 ","$65,458.40 ",2017
Rocky Mountain NP*,"4,437,215","$286,151.80 ","4,207","$155,166.90 ","$261,229.80 ","$432,847.00 ",2017
Roger Williams NMEM,"80,970","$4,629.40 ",62,"$2,483.60 ","$4,085.40 ","$6,444.40 ",2017
Rosie the Riveter WWII Home Front NHP,"60,928","$3,483.50 ",47,"$1,929.10 ","$3,047.70 ","$4,803.70 ",2017
Ross Lake NRA,"759,655","$32,987.60 ",380,"$14,073.90 ","$25,197.50 ","$39,486.60 ",2017
Russell Cave NM,"24,377","$1,393.70 ",21,$555.90 ,$931.40 ,"$1,719.60 ",2017
Sagamore Hill NHS,"55,186","$3,155.20 ",37,"$1,763.70 ","$2,858.90 ","$4,255.30 ",2017
Saguaro NP,"964,759","$60,716.80 ",866,"$31,346.00 ","$52,701.70 ","$88,682.50 ",2017
Saint Croix NSR,"772,476","$32,574.10 ",461,"$15,107.70 ","$26,084.90 ","$44,180.90 ",2017
Saint Croix Island IHS,"11,872",$678.70 ,9,$264.10 ,$450.70 ,$820.00 ,2017
Saint Paul's Church NHS,"21,190","$1,211.60 ",13,$680.60 ,"$1,101.90 ","$1,642.40 ",2017
Saint-Gaudens NHS*,"37,556","$1,819.00 ",27,$971.50 ,"$1,644.20 ","$2,692.90 ",2017
Salem Maritime NHS,"373,631","$21,361.80 ",292,"$11,749.50 ","$19,014.80 ","$30,133.90 ",2017
Salinas Pueblo Missions NM,"35,148","$2,009.50 ",32,$849.80 ,"$1,442.70 ","$2,606.50 ",2017
Salt River Bay EHP,"10,568",$604.20 ,7,$289.40 ,$493.40 ,$788.50 ,2017
San Antonio Missions NHP,"1,381,383","$78,978.60 ","1,168","$36,644.80 ","$62,756.40 ","$107,964.80 ",2017
San Francisco Maritime NHP,"4,493,519","$108,496.60 ","1,209","$49,826.80 ","$78,306.30 ","$123,968.40 ",2017
San Juan NHS,"1,188,780","$67,966.80 ",850,"$32,554.80 ","$55,500.90 ","$88,699.00 ",2017
San Juan Island NHP,"267,209","$15,277.30 ",191,"$6,897.50 ","$12,505.20 ","$19,715.30 ",2017
Sand Creek Massacre NHS,"6,536",$373.70 ,7,$93.30 ,$175.70 ,$375.30 ,2017
Santa Monica Mountains NRA,"897,593","$38,328.60 ",512,"$19,717.50 ","$31,654.50 ","$51,884.50 ",2017
Saratoga NHP,"97,781","$5,590.50 ",80,"$2,407.70 ","$4,119.70 ","$7,043.40 ",2017
Saugus Iron Works NHS,"12,255",$700.70 ,9,$385.10 ,$624.50 ,$990.10 ,2017
Scotts Bluff NM,"152,561","$8,722.40 ",129,"$3,157.50 ","$5,439.00 ","$9,915.30 ",2017
Sequoia NP*,"1,291,256","$95,882.40 ","1,315","$39,489.50 ","$64,887.70 ","$113,622.00 ",2017
Shenandoah NP,"1,458,874","$95,825.50 ","1,204","$47,204.10 ","$79,270.20 ","$126,030.00 ",2017
Shiloh NMP,"435,107","$24,876.60 ",375,"$9,583.40 ","$15,319.90 ","$28,455.60 ",2017
Sitka NHP,"194,880","$33,641.30 ",662,"$17,757.30 ","$27,422.20 ","$49,607.50 ",2017
Sleeping Bear Dunes NL*,"1,678,126","$177,245.60 ","2,516","$64,775.60 ","$121,220.30 ","$212,284.80 ",2017
Springfield Armory NHS,"25,109","$1,435.60 ",18,$733.40 ,"$1,226.20 ","$1,933.30 ",2017
Statue Of Liberty NM,"4,441,987","$253,964.10 ","3,011","$143,274.30 ","$231,800.00 ","$347,454.80 ",2017
Steamtown NHS*,"103,956","$5,500.90 ",81,"$2,734.50 ","$4,448.20 ","$7,459.00 ",2017
Stones River NB,"230,563","$13,182.10 ",203,"$6,539.00 ","$10,789.20 ","$18,400.10 ",2017
Stonewall NM,"106,791","$6,105.60 ",73,"$3,442.30 ","$5,575.60 ","$8,369.70 ",2017
Sunset Crater Volcano NM,"119,455","$6,829.70 ",95,"$2,516.70 ","$4,259.50 ","$7,526.30 ",2017
Tallgrass Prairie NPRES,"30,772","$1,759.30 ",26,$705.60 ,"$1,204.00 ","$2,218.70 ",2017
Thaddeus Kosciuszko NMEM,"2,293",$131.10 ,1,$73.00 ,$118.70 ,$191.20 ,2017
Theodore Roosevelt NP,"708,003","$43,856.60 ",552,"$16,655.40 ","$27,445.30 ","$47,214.60 ",2017
Theodore Roosevelt Birthplace NHS,"24,884","$1,422.70 ",18,$802.10 ,"$1,299.20 ","$1,950.30 ",2017
Theodore Roosevelt Inaugural NHS,"28,585","$1,634.30 ",23,$753.40 ,"$1,290.90 ","$2,186.90 ",2017
Theodore Roosevelt Island P,"168,195","$9,616.40 ",128,"$4,998.20 ","$8,308.70 ","$13,185.60 ",2017
Thomas Edison NHP,"59,323","$3,391.70 ",42,"$1,914.40 ","$3,083.30 ","$4,639.00 ",2017
Thomas Jefferson NMEM,"3,366,572","$62,331.80 ",831,"$32,851.20 ","$55,795.40 ","$88,455.40 ",2017
Thomas Stone NHS,"10,251",$586.10 ,7,$304.40 ,$504.90 ,$794.40 ,2017
Timpanogos Cave NM,"100,739","$5,759.60 ",92,"$2,867.20 ","$4,783.30 ","$8,442.20 ",2017
Timucuan EHP,"1,218,306","$69,654.90 ","1,075","$32,482.50 ","$55,725.90 ","$96,315.00 ",2017
Tonto NM,"40,899","$2,338.40 ",36,"$1,246.50 ","$2,059.40 ","$3,448.60 ",2017
Tumacácori NHP,"46,309","$2,644.70 ",41,"$1,094.50 ","$1,858.50 ","$3,300.40 ",2017
Tuskegee Airmen NHS,"39,323","$2,248.20 ",36,$861.50 ,"$1,461.50 ","$2,731.30 ",2017
Tuskegee Institute NHS,"20,407","$1,166.70 ",18,$447.40 ,$758.90 ,"$1,417.70 ",2017
Tuzigoot NM,"109,387","$6,254.10 ",92,"$3,345.60 ","$5,510.90 ","$9,164.40 ",2017
Ulysses S Grant NHS,"59,761","$3,416.70 ",56,"$1,710.80 ","$2,871.80 ","$5,014.40 ",2017
Upper Delaware NSR&NRR,"253,536","$10,826.60 ",113,"$5,410.50 ","$8,630.00 ","$12,810.30 ",2017
Valley Forge NHP,"2,159,592","$26,818.00 ",426,"$14,863.50 ","$24,254.20 ","$39,957.00 ",2017
Vanderbilt Mansion NHS,"360,436","$20,607.40 ",259,"$10,492.50 ","$17,511.10 ","$27,155.90 ",2017
Vicksburg NMP,"475,075","$27,161.70 ",444,"$11,592.40 ","$19,649.40 ","$36,183.60 ",2017
Vietnam Veterans MEM,"5,072,589","$93,918.50 ","1,250","$49,498.70 ","$84,069.90 ","$133,280.40 ",2017
Virgin Islands NP*,"304,408","$42,473.90 ",563,"$21,683.60 ","$38,559.90 ","$61,113.10 ",2017
Voyageurs NP,"237,249","$18,886.20 ",273,"$7,070.10 ","$12,522.10 ","$22,826.70 ",2017
Waco Mammoth NM,"101,793","$5,819.90 ",84,"$2,233.70 ","$3,939.00 ","$6,981.60 ",2017
Walnut Canyon NM,"165,134","$9,441.40 ",134,"$3,479.00 ","$5,888.30 ","$10,404.40 ",2017
War In The Pacific NHP,"384,611","$21,989.60 ",273,"$10,532.60 ","$17,956.50 ","$28,697.20 ",2017
Washington MonumentX,0,$0.00 ,0,$0.00 ,$0.00 ,$0.00 ,2017
Washita Battlefield NHS,"11,831",$676.50 ,9,$220.00 ,$383.90 ,$745.80 ,2017
Weir Farm NHS,"38,095","$2,178.10 ",24,"$1,210.10 ","$1,966.00 ","$2,934.60 ",2017
Whiskeytown NRA,"832,064","$35,252.80 ",499,"$13,277.20 ","$21,245.40 ","$38,610.10 ",2017
White House,"439,725","$8,141.50 ",107,"$4,290.90 ","$7,287.70 ","$11,553.60 ",2017
White Sands NM*,"612,468","$31,709.20 ",450,"$10,893.40 ","$19,054.40 ","$35,729.70 ",2017
Whitman Mission NHS,"47,756","$2,730.40 ",39,$968.00 ,"$1,785.20 ","$3,081.50 ",2017
William Howard Taft NHS,"37,425","$2,139.70 ",34,"$1,042.30 ","$1,726.80 ","$3,021.20 ",2017
Wilson's Creek NB,"206,346","$11,797.60 ",187,"$4,931.40 ","$8,219.40 ","$15,038.90 ",2017
Wind Cave NP*,"619,924","$60,741.20 ",967,"$25,036.70 ","$42,686.60 ","$79,630.90 ",2017
Wolf Trap National Park for the Performing Arts,"424,364","$24,262.40 ",325,"$12,637.10 ","$21,002.50 ","$33,416.10 ",2017
Women's Rights NHP*,"61,805","$4,386.20 ",60,"$2,011.30 ","$3,508.10 ","$5,831.70 ",2017
World War II Memorial,"4,876,842","$90,294.30 ","1,202","$47,588.60 ","$80,825.70 ","$128,137.20 ",2017
World War II Valor in the Pacific NM,"1,947,495","$111,345.20 ","1,392","$53,332.20 ","$90,923.30 ","$145,309.30 ",2017
Wrangell - St Elias NP&PRES,"68,292","$104,859.20 ","1,366","$48,539.20 ","$92,048.50 ","$152,854.50 ",2017
Wright Brothers NMEM,"414,245","$23,683.80 ",367,"$9,782.80 ","$16,752.30 ","$29,955.00 ",2017
Wupatki NM,"236,454","$14,893.10 ",200,"$5,463.90 ","$9,354.10 ","$16,403.50 ",2017
Yellowstone NP*,"4,116,523","$498,822.70 ","7,354","$219,795.60 ","$354,627.40 ","$629,626.00 ",2017
Yosemite NP*,"4,336,889","$451,782.00 ","6,666","$204,703.40 ","$335,524.60 ","$589,343.70 ",2017
Yukon - Charley Rivers NPRES,952,$696.50 ,6,$282.20 ,$652.20 ,"$1,011.80 ",2017
Zion NP*,"4,504,812","$250,884.60 ","3,192","$119,715.90 ","$214,958.50 ","$341,477.50 ",2017
