Park Unit,Total Recreation Visits,Total Visitor Spending,Jobs,Labor Income,Value Added,Economic Output,Year
Petroglyph NM,"356,493","$21,359 ",324,"$9,180 ","$15,658 ","$28,117 ",2020
Pictured Rocks NL,"1,212,251","$54,244 ",679,"$16,734 ","$30,877 ","$54,681 ",2020
Pinnacles NPb,"165,741","$10,336 ",114,"$5,044 ","$8,068 ","$12,412 ",2020
Pipe Spring NM,"10,623",$637 ,9,$237 ,$412 ,$748 ,2020
Pipestone NM,"38,230","$2,291 ",34,"$1,001 ","$1,670 ","$2,987 ",2020
Piscataway P,"166,484","$9,975 ",127,"$5,329 ","$8,878 ","$13,818 ",2020
Point Reyes NS,"2,252,424","$101,434 ","1,077","$53,665 ","$84,413 ","$126,746 ",2020
Port Chicago Naval Magazine NMEM,70,$4 ,0,$3 ,$4 ,$6 ,2020
President's Park,"369,533","$7,176 ",93,"$3,912 ","$6,619 ","$10,356 ",2020
President William Jefferson Clinton Birthplace Home NHS,"4,055",$243 ,4,$87 ,$164 ,$293 ,2020
Prince William Forest P,"333,902","$21,084 ",258,"$11,002 ","$18,476 ","$28,742 ",2020
Pu`uhonua O Honaunau NHP,"130,845","$7,839 ",88,"$3,679 ","$6,581 ","$10,177 ",2020
Puukohola Heiau NHS,"23,969","$1,436 ",16,$674 ,"$1,206 ","$1,864 ",2020
Rainbow Bridge NM,"3,572",$214 ,3,$76 ,$135 ,$240 ,2020
Redwood NP,"265,177","$17,311 ",235,"$7,085 ","$11,681 ","$20,548 ",2020
Richmond NBP,"179,599","$10,761 ",161,"$4,816 ","$8,406 ","$14,697 ",2020
Rio Grande W&SR,126,$109 ,2,$34 ,$64 ,$127 ,2020
River Raisin NB,"309,977","$18,572 ",262,"$9,191 ","$15,914 ","$26,216 ",2020
Rock Creek P,"1,768,153","$34,336 ",447,"$18,734 ","$31,692 ","$49,694 ",2020
Rocky Mountain NPa,"3,305,200","$224,393 ","3,190","$120,843 ","$208,088 ","$341,950 ",2020
Roger Williams NMEM,"13,970",$837 ,11,$458 ,$756 ,"$1,178 ",2020
Rosie the Riveter WWII Home Front NHP,"9,528",$571 ,7,$327 ,$518 ,$786 ,2020
Ross Lake NRA,"920,525","$41,436 ",415,"$18,611 ","$32,845 ","$49,180 ",2020
Russell Cave NM,"8,463",$507 ,8,$206 ,$349 ,$633 ,2020
Sagamore Hill NHS,"105,289","$6,308 ",72,"$3,456 ","$5,862 ","$8,679 ",2020
Saguaro NP,"762,226","$50,105 ",696,"$25,321 ","$44,102 ","$73,510 ",2020
Saint-Gaudens NHSa,"13,286",$676 ,9,$360 ,$620 ,$995 ,2020
Saint Croix Island IHS,"6,914",$414 ,6,$165 ,$289 ,$504 ,2020
Saint Croix NSR,"798,622","$35,470 ",498,"$17,142 ","$29,014 ","$49,102 ",2020
Saint Paul's Church NHS,"5,968",$358 ,4,$196 ,$333 ,$493 ,2020
Salem Maritime NHS,"125,554","$7,522 ",98,"$4,225 ","$6,925 ","$10,814 ",2020
Salinas Pueblo Missions NM,"26,983","$1,617 ",24,$693 ,"$1,181 ","$2,111 ",2020
Salt River Bay NHP&EP,"2,705",$162 ,2,$76 ,$136 ,$210 ,2020
San Antonio Missions NHPa,"1,141,353","$84,344 ","1,237","$42,405 ","$74,650 ","$125,848 ",2020
San Francisco Maritime NHP,"1,936,101","$49,204 ",494,"$23,705 ","$37,213 ","$56,610 ",2020
San Juan Island NHP,"426,336","$25,544 ",279,"$12,154 ","$21,833 ","$32,855 ",2020
San Juan NHS,"357,100","$21,395 ",240,"$10,041 ","$17,961 ","$27,775 ",2020
Sand Creek Massacre NHS,"4,215",$253 ,4,$64 ,$123 ,$256 ,2020
Santa Monica Mountains NRA,"733,576","$33,004 ",407,"$17,363 ","$28,205 ","$44,943 ",2020
Saratoga NHP,"73,825","$4,423 ",58,"$1,831 ","$3,305 ","$5,461 ",2020
Saugus Iron Works NHS,"16,928","$1,014 ",13,$569 ,$934 ,"$1,459 ",2020
Scotts Bluff NM,"181,900","$10,898 ",154,"$4,032 ","$7,013 ","$12,541 ",2020
Sequoia NPa,"796,085","$60,870 ",760,"$25,531 ","$42,592 ","$71,424 ",2020
Shenandoah NP,"1,666,265","$107,396 ","1,314","$54,482 ","$90,608 ","$141,577 ",2020
Shiloh NMP,"386,883","$23,180 ",355,"$8,116 ","$13,943 ","$26,835 ",2020
Sitka NHP,"115,494","$21,072 ",361,"$11,525 ","$17,568 ","$30,354 ",2020
Sleeping Bear Dunes NLa,"1,718,696","$192,691 ","2,625","$70,739 ","$134,399 ","$232,599 ",2020
Springfield Armory NHS,"1,032",$62 ,1,$32 ,$54 ,$84 ,2020
Statue of Liberty NM,"576,395","$34,534 ",402,"$19,136 ","$32,307 ","$48,112 ",2020
Steamtown NHSa,"27,320","$1,518 ",22,$758 ,"$1,238 ","$2,075 ",2020
Stones River NB,"301,270","$18,050 ",242,"$9,218 ","$15,194 ","$24,800 ",2020
Stonewall NMc,0,$0 ,0,$0 ,$0 ,$0 ,2020
Sunset Crater Volcano NM,"83,669","$5,013 ",70,"$1,767 ","$3,148 ","$5,634 ",2020
Tallgrass Prairie NPRES,"29,009","$1,738 ",26,$734 ,"$1,231 ","$2,233 ",2020
Thaddeus Kosciuszko NMEMc,0,$0 ,0,$0 ,$0 ,$0 ,2020
Theodore Roosevelt Birthplace NHS,"4,984",$299 ,3,$165 ,$280 ,$417 ,2020
Theodore Roosevelt Inaugural NHS,"5,098",$305 ,4,$127 ,$239 ,$394 ,2020
Theodore Roosevelt Island P,"153,599","$9,203 ",119,"$4,930 ","$8,205 ","$12,846 ",2020
Theodore Roosevelt NP,"551,304","$36,222 ",462,"$13,799 ","$23,317 ","$41,119 ",2020
Thomas Edison NHP,"7,605",$456 ,5,$254 ,$425 ,$636 ,2020
Thomas Jefferson MEM,"852,626","$16,557 ",214,"$9,025 ","$15,273 ","$23,894 ",2020
Thomas Stone NHS,"2,351",$141 ,2,$75 ,$125 ,$195 ,2020
Timpanogos Cave NM,"92,481","$5,541 ",86,"$2,786 ","$4,692 ","$8,240 ",2020
Timucuan EHP,"1,017,372","$60,955 ",920,"$28,723 ","$49,559 ","$85,633 ",2020
Tonto NM,"24,755","$1,483 ",21,$770 ,"$1,322 ","$2,199 ",2020
Tumacacori NHP,"23,726","$1,421 ",22,$563 ,"$1,008 ","$1,807 ",2020
Tuskegee Airmen NHS,"6,844",$410 ,6,$153 ,$267 ,$506 ,2020
Tuskegee Institute NHS,"4,737",$284 ,4,$106 ,$185 ,$350 ,2020
Tuzigoot NM,"78,358","$4,695 ",67,"$2,447 ","$4,185 ","$6,912 ",2020
Ulysses S Grant NHS,"15,236",$913 ,15,$471 ,$783 ,"$1,364 ",2020
Upper Delaware NSR&NRR,"250,198","$11,257 ",119,"$5,426 ","$9,129 ","$13,606 ",2020
Valles Caldera NPRESb,"30,435","$2,004 ",28,$853 ,"$1,481 ","$2,601 ",2020
Valley Forge NHPa,"2,012,832","$26,145 ",413,"$14,923 ","$24,181 ","$39,795 ",2020
Vanderbilt Mansion NHS,"217,231","$13,015 ",158,"$6,680 ","$11,228 ","$17,305 ",2020
Vicksburg NMP,"176,236","$10,559 ",170,"$4,318 ","$7,597 ","$14,085 ",2020
Vietnam Veterans MEM,"1,585,525","$30,790 ",398,"$16,783 ","$28,402 ","$44,433 ",2020
Virgin Islands NPa,"167,540","$24,126 ",292,"$11,904 ","$22,171 ","$34,218 ",2020
Voyageurs NP,"263,092","$21,474 ",310,"$8,123 ","$14,453 ","$26,221 ",2020
Waco Mammoth NM,"46,456","$2,783 ",40,"$1,135 ","$1,994 ","$3,493 ",2020
Walnut Canyon NM,"107,423","$6,436 ",90,"$2,269 ","$4,042 ","$7,233 ",2020
War in The Pacific NHP,"318,711","$19,095 ",214,"$8,962 ","$16,030 ","$24,789 ",2020
Washington Monument,"83,585","$1,623 ",21,$885 ,"$1,497 ","$2,342 ",2020
Washita Battlefield NHS,"12,520",$750 ,11,$248 ,$432 ,$843 ,2020
Weir Farm NHS,"25,431","$1,524 ",17,$832 ,"$1,411 ","$2,089 ",2020
Whiskeytown NRA,"805,294","$36,169 ",461,"$14,103 ","$22,773 ","$39,521 ",2020
White House,"114,519","$2,224 ",29,"$1,212 ","$2,051 ","$3,209 ",2020
White Sands NPa,"415,383","$22,487 ",309,"$8,235 ","$14,056 ","$26,050 ",2020
Whitman Mission NHS,"34,932","$2,093 ",26,$769 ,"$1,437 ","$2,392 ",2020
William Howard Taft NHS,"11,100",$665 ,10,$330 ,$552 ,$951 ,2020
Wilson's Creek NB,"287,261","$17,211 ",271,"$7,159 ","$11,977 ","$22,115 ",2020
Wind Cave NPa,"448,406","$37,468 ",546,"$16,339 ","$28,363 ","$50,993 ",2020
Wolf Trap National Park for the Performing Arts,"30,072","$1,802 ",24,$968 ,"$1,609 ","$2,526 ",2020
Women's Rights NHPa,"8,237",$612 ,8,$254 ,$486 ,$787 ,2020
World War II Memorial,"1,924,128","$37,365 ",483,"$20,367 ","$34,467 ","$53,922 ",2020
World War II Valor in the Pacific NMa,"415,542","$74,024 ",823,"$37,132 ","$72,368 ","$109,604 ",2020
Wrangell - St Elias NP&PRES,"16,655","$25,629 ",315,"$12,055 ","$22,571 ","$36,504 ",2020
Wright Brothers NMEM,"277,963","$16,654 ",249,"$6,935 ","$12,108 ","$21,495 ",2020
Wupatki NM,"146,074","$9,617 ",127,"$3,377 ","$6,079 ","$10,807 ",2020
Yellowstone NPa,"3,806,306","$444,226 ","6,110","$194,281 ","$325,551 ","$560,441 ",2020
Yosemite NPa,"2,268,313","$273,842 ","3,410","$122,220 ","$208,964 ","$346,676 ",2020
Yukon - Charley Rivers NPRES,666,$563 ,5,$235 ,$531 ,$797 ,2020
Zion NPa,"3,591,254","$207,909 ","3,464","$80,997 ","$142,615 ","$276,812 ",2020
