Park Unit,Total Recreation Visits,Total Visitor Spending,Jobs,Labor Income,Value Added,Economic Output,Year
Pennsylvania Avenue NHS,"125,035","$2,410 ",31,"$1,312 ","$2,220 ","$3,474 ",2019
Perry's Victory & International Peace MEMa,"121,326","$11,067 ",183,"$6,197 ","$10,553 ","$17,608 ",2019
Petersburg NB,"235,691","$14,019 ",213,"$6,347 ","$11,065 ","$19,388 ",2019
Petrified Forest NP,"643,588","$42,045 ",545,"$13,954 ","$25,568 ","$46,362 ",2019
Petroglyph NM,"293,956","$17,484 ",266,"$7,502 ","$12,795 ","$22,986 ",2019
Pictured Rocks NL,"858,714","$38,107 ",477,"$11,731 ","$21,626 ","$38,321 ",2019
Pinnacles NP,"177,224","$10,541 ",123,"$5,313 ","$8,417 ","$12,982 ",2019
Pipe Spring NM,"27,482","$1,635 ",24,$607 ,"$1,057 ","$1,919 ",2019
Pipestone NM,"77,507","$4,610 ",68,"$2,012 ","$3,356 ","$6,005 ",2019
Piscataway P,"329,730","$19,612 ",251,"$10,459 ","$17,425 ","$27,132 ",2019
Point Reyes NS,"2,265,301","$102,147 ","1,088","$54,013 ","$84,991 ","$127,681 ",2019
Port Chicago Naval Magazine NMEM,831,$49 ,1,$28 ,$45 ,$69 ,2019
President's Park,"715,911","$13,797 ",179,"$7,510 ","$12,708 ","$19,889 ",2019
President William Jefferson Clinton Birthplace Home NHS,"8,758",$521 ,8,$186 ,$350 ,$627 ,2019
Prince William Forest P,"339,693","$19,923 ",244,"$10,294 ","$17,157 ","$26,695 ",2019
Pu`uhonua O Honaunau NHP,"414,410","$24,649 ",276,"$11,454 ","$20,488 ","$31,697 ",2019
Puukohola Heiau NHS,"133,572","$7,945 ",89,"$3,692 ","$6,604 ","$10,216 ",2019
Rainbow Bridge NM,"115,107","$6,847 ",93,"$2,428 ","$4,295 ","$7,680 ",2019
Redwood NP,"504,722","$32,827 ",446,"$13,411 ","$22,121 ","$38,940 ",2019
Richmond NBP,"197,242","$11,732 ",176,"$5,241 ","$9,149 ","$16,002 ",2019
Rio Grande W&SR,324,$168 ,3,$53 ,$99 ,$196 ,2019
River Raisin NB,"226,354","$13,463 ",190,"$6,651 ","$11,516 ","$18,980 ",2019
Rock Creek P,"2,416,232","$46,567 ",608,"$25,370 ","$42,917 ","$67,320 ",2019
Rocky Mountain NPa,"4,670,053","$313,577 ","4,467","$168,502 ","$289,999 ","$476,771 ",2019
Roger Williams NMEM,"59,419","$3,534 ",45,"$1,930 ","$3,186 ","$4,968 ",2019
Rosie the Riveter WWII Home Front NHP,"50,405","$2,998 ",35,"$1,715 ","$2,718 ","$4,124 ",2019
Ross Lake NRA,"1,088,528","$49,252 ",495,"$22,101 ","$39,107 ","$58,587 ",2019
Russell Cave NM,"16,642",$990 ,15,$401 ,$680 ,"$1,234 ",2019
Sagamore Hill NHS,"36,737","$2,185 ",25,"$1,195 ","$2,027 ","$3,002 ",2019
Saguaro NP,"1,020,225","$66,652 ",928,"$33,624 ","$58,566 ","$97,662 ",2019
Saint-Gaudens NHSa,"31,759","$1,604 ",23,$853 ,"$1,469 ","$2,357 ",2019
Saint Croix Island IHS,"11,613",$691 ,10,$275 ,$482 ,$840 ,2019
Saint Croix NSR,"638,257","$28,167 ",396,"$13,584 ","$22,993 ","$38,930 ",2019
Saint Paul's Church NHS,"18,537","$1,103 ",13,$605 ,"$1,025 ","$1,519 ",2019
Salem Maritime NHS,"339,238","$20,178 ",263,"$11,313 ","$18,544 ","$28,969 ",2019
Salinas Pueblo Missions NM,"31,672","$1,884 ",29,$806 ,"$1,374 ","$2,457 ",2019
Salt River Bay NHP&EP,"5,215",$310 ,3,$144 ,$258 ,$399 ,2019
San Antonio Missions NHPa,"1,281,121","$93,973 ","1,380","$47,176 ","$83,048 ","$140,078 ",2019
San Francisco Maritime NHP,"4,016,598","$101,436 ","1,019","$48,737 ","$76,511 ","$116,464 ",2019
San Juan Island NHP,"292,507","$17,398 ",190,"$8,264 ","$14,845 ","$22,350 ",2019
San Juan NHS,"1,197,345","$71,217 ",798,"$33,094 ","$59,196 ","$91,580 ",2019
Sand Creek Massacre NHS,"5,700",$339 ,5,$86 ,$165 ,$344 ,2019
Santa Monica Mountains NRA,"707,566","$31,619 ",391,"$16,598 ","$26,962 ","$42,982 ",2019
Saratoga NHP,"145,118","$8,632 ",113,"$3,566 ","$6,439 ","$10,643 ",2019
Saugus Iron Works NHS,"8,151",$485 ,6,$272 ,$446 ,$697 ,2019
Scotts Bluff NM,"166,007","$9,874 ",139,"$3,647 ","$6,343 ","$11,348 ",2019
Sequoia NPa,"1,246,053","$96,035 ","1,204","$40,317 ","$67,044 ","$112,410 ",2019
Shenandoah NP,"1,425,507","$96,711 ","1,194","$49,470 ","$82,427 ","$128,845 ",2019
Shiloh NMP,"360,989","$21,471 ",329,"$7,505 ","$12,892 ","$24,827 ",2019
Sitka NHP,"232,876","$42,143 ",723,"$23,031 ","$35,105 ","$60,660 ",2019
Sleeping Bear Dunes NLa,"1,570,001","$173,259 ","2,366","$63,556 ","$120,471 ","$208,552 ",2019
Springfield Armory NHS,"20,980","$1,248 ",16,$652 ,"$1,079 ","$1,695 ",2019
Statue Of Liberty NM,"4,240,461","$252,219 ","2,940","$139,520 ","$235,541 ","$350,922 ",2019
Steamtown NHSa,"105,402","$5,815 ",85,"$2,898 ","$4,735 ","$7,937 ",2019
Stones River NB,"284,516","$16,923 ",227,"$8,627 ","$14,220 ","$23,220 ",2019
Stonewall NM,"2,088,930","$124,248 ","1,453","$68,699 ","$116,070 ","$173,122 ",2019
Sunset Crater Volcano NM,"108,380","$6,446 ",90,"$2,268 ","$4,041 ","$7,236 ",2019
Tallgrass Prairie NPRES,"33,751","$2,008 ",31,$846 ,"$1,419 ","$2,576 ",2019
Thaddeus Kosciuszko NMEM,"1,920",$114 ,2,$65 ,$105 ,$170 ,2019
Theodore Roosevelt Birthplace NHS,"25,977","$1,545 ",18,$854 ,"$1,443 ","$2,153 ",2019
Theodore Roosevelt Inaugural NHS,"26,994","$1,606 ",22,$666 ,"$1,256 ","$2,068 ",2019
Theodore Roosevelt Island P,"151,500","$9,011 ",117,"$4,819 ","$8,020 ","$12,562 ",2019
Theodore Roosevelt NP,"691,658","$44,336 ",565,"$16,871 ","$28,406 ","$50,057 ",2019
Thomas Edison NHP,"42,224","$2,511 ",30,"$1,395 ","$2,340 ","$3,499 ",2019
Thomas Jefferson MEM,"3,096,896","$59,685 ",774,"$32,485 ","$54,974 ","$86,036 ",2019
Thomas Stone NHS,"8,020",$477 ,6,$255 ,$424 ,$658 ,2019
Timpanogos Cave NM,"103,513","$6,157 ",96,"$3,090 ","$5,204 ","$9,143 ",2019
Timucuan EHP,"1,205,064","$71,676 ","1,085","$33,717 ","$58,175 ","$100,561 ",2019
Tonto NM,"28,852","$1,716 ",25,$890 ,"$1,527 ","$2,540 ",2019
Tumacacori NHP,"39,704","$2,361 ",36,$934 ,"$1,672 ","$3,000 ",2019
Tuskegee Airmen NHS,"30,098","$1,790 ",28,$666 ,"$1,164 ","$2,204 ",2019
Tuskegee Institute NHS,"36,395","$2,165 ",34,$805 ,"$1,408 ","$2,666 ",2019
Tuzigoot NM,"98,537","$5,861 ",84,"$3,049 ","$5,215 ","$8,617 ",2019
Ulysses S Grant NHS,"39,449","$2,346 ",38,"$1,208 ","$2,009 ","$3,502 ",2019
Upper Delaware NSR&NRR,"215,537","$9,632 ",102,"$4,633 ","$7,794 ","$11,623 ",2019
Valley Forge NHPa,"2,259,944","$29,158 ",462,"$16,611 ","$26,915 ","$44,316 ",2019
Vanderbilt Mansion NHS,"326,823","$19,439 ",236,"$9,959 ","$16,740 ","$25,812 ",2019
Vicksburg NMP,"576,455","$34,287 ",553,"$13,996 ","$24,627 ","$45,678 ",2019
Vietnam Veterans MEM,"4,580,587","$88,280 ","1,145","$48,049 ","$81,312 ","$127,255 ",2019
Virgin Islands NPa,"133,398","$19,527 ",224,"$9,420 ","$17,757 ","$27,012 ",2019
Voyageurs NP,"232,974","$19,250 ",278,"$7,266 ","$13,025 ","$23,675 ",2019
Waco Mammoth NM,"111,331","$6,622 ",95,"$2,696 ","$4,735 ","$8,300 ",2019
Walnut Canyon NM,"152,332","$9,060 ",127,"$3,188 ","$5,680 ","$10,170 ",2019
War In The Pacific NHP,"432,213","$25,708 ",288,"$11,946 ","$21,368 ","$33,058 ",2019
Washington Monument,"108,410","$2,089 ",27,"$1,137 ","$1,924 ","$3,012 ",2019
Washita Battlefield NHS,"9,119",$543 ,8,$179 ,$312 ,$609 ,2019
Weir Farm NHS,"38,700","$2,302 ",26,"$1,254 ","$2,127 ","$3,152 ",2019
Whiskeytown NRA,"687,159","$30,652 ",391,"$11,926 ","$19,257 ","$33,438 ",2019
White House,"454,117","$8,752 ",113,"$4,764 ","$8,061 ","$12,616 ",2019
White Sands NPa,"608,786","$32,715 ",449,"$11,949 ","$20,390 ","$37,809 ",2019
Whitman Mission NHS,"48,481","$2,884 ",36,"$1,057 ","$1,977 ","$3,291 ",2019
William Howard Taft NHS,"32,395","$1,927 ",30,$956 ,"$1,598 ","$2,752 ",2019
Wilson's Creek NB,"232,838","$13,849 ",218,"$5,751 ","$9,621 ","$17,772 ",2019
"Wind Cave NPa,b","615,350","$51,037 ",745,"$22,214 ","$38,559 ","$69,366 ",2019
Wolf Trap National Park for the Performing Arts,"402,580","$23,945 ",314,"$12,836 ","$21,352 ","$33,531 ",2019
Women's Rights NHPa,"39,064","$2,880 ",36,"$1,193 ","$2,283 ","$3,701 ",2019
World War II Memorial,"4,831,327","$93,112 ","1,207","$50,679 ","$85,763 ","$134,221 ",2019
World War II Valor in the Pacific NMa,"1,716,535","$303,430 ","3,373","$150,756 ","$293,894 ","$445,341 ",2019
Wrangell – St Elias NP&PRES,"74,518","$113,929 ","1,402","$53,471 ","$100,092 ","$162,106 ",2019
Wright Brothers NMEM,"400,136","$23,800 ",356,"$9,894 ","$17,272 ","$30,678 ",2019
Wupatki NM,"187,060","$12,229 ",162,"$4,286 ","$7,716 ","$13,724 ",2019
Yellowstone NPa,"4,020,288","$506,906 ","7,003","$221,794 ","$372,399 ","$642,052 ",2019
Yosemite NPa,"4,422,862","$546,596 ","6,815","$243,706 ","$415,390 ","$688,972 ",2019
Yukon – Charley Rivers NPRES,"1,114",$582 ,5,$242 ,$547 ,$823 ,2019
Zion NPa,"4,488,267","$258,364 ","4,322","$100,555 ","$176,967 ","$343,855 ",2019
