Park Unit,Total Recreation Visits,Total Visitor Spending,Jobs,Labor Income,Value Added,Economic Output,Year
Muir Woods NM,"972,331","$52,322.30 ",641,"$27,808.20 ","$43,339.40 ","$67,292.50 ",2012
Natchez NHP,"184,551","$9,930.90 ",138,"$3,854.20 ","$6,584.80 ","$11,333.40 ",2012
Natchez Trace PKWY,"5,560,668","$125,966.20 ","1,550","$40,892.40 ","$67,819.10 ","$110,944.90 ",2012
National Capital Parks Central,"858,700","$14,944.10 ",198,"$7,858.00 ","$12,894.50 ","$19,901.30 ",2012
National Capital Parks East,"923,054","$16,064.00 ",217,"$8,409.90 ","$13,941.10 ","$21,686.40 ",2012
National Park of American Samoa,"10,440",$561.80 ,7,$262.20 ,$436.40 ,$674.20 ,2012
Natural Bridges NM,"89,011","$5,140.60 ",64,"$1,720.50 ","$3,041.40 ","$5,213.10 ",2012
Navajo NM,"58,219","$3,398.00 ",42,"$1,142.20 ","$2,015.20 ","$3,449.60 ",2012
New Bedford Whaling NHP*,"269,885","$13,297.40 ",193,"$7,263.30 ","$11,748.50 ","$18,023.30 ",2012
New Orleans Jazz NHP,"177,909","$9,573.50 ",135,"$4,358.40 ","$7,211.70 ","$11,872.70 ",2012
New River Gorge NR,"1,128,195","$45,344.20 ",605,"$16,133.00 ","$27,202.80 ","$46,901.40 ",2012
Nez Perce NHP,"233,093","$12,543.00 ",176,"$4,432.40 ","$8,564.80 ","$14,511.40 ",2012
Nicodemus NHS*,"3,505",$181.60 ,2,$45.00 ,$87.80 ,$156.40 ,2012
Ninety Six NHS,"73,044","$3,930.60 ",58,"$1,539.90 ","$2,694.30 ","$4,674.10 ",2012
Niobrara NSR,"65,999","$2,621.60 ",37,$629.20 ,"$1,222.20 ","$2,386.70 ",2012
Noatak NPRES,"31,000","$44,776.40 ",624,"$22,339.50 ","$37,392.00 ","$62,295.40 ",2012
North Cascades NP,"26,935","$1,216.10 ",13,$494.70 ,$874.10 ,"$1,337.50 ",2012
Obed W&SR*,"212,446","$3,499.40 ",39,"$1,093.00 ","$1,812.60 ","$3,026.20 ",2012
Ocmulgee NM,"120,025","$6,458.70 ",95,"$2,256.20 ","$4,153.20 ","$7,263.20 ",2012
Olympic NP,"2,824,908","$220,037.30 ","2,708","$101,925.80 ","$186,607.20 ","$288,926.60 ",2012
Oregon Caves NM,"78,164","$5,036.40 ",74,"$1,871.50 ","$3,277.80 ","$5,899.40 ",2012
Organ Pipe Cactus NM,"161,743","$9,285.80 ",128,"$4,669.60 ","$7,643.40 ","$12,302.60 ",2012
Ozark NSR,"1,406,781","$56,125.30 ",794,"$17,574.30 ","$30,496.70 ","$56,663.60 ",2012
Padre Island NS,"573,855","$22,815.10 ",307,"$7,346.80 ","$14,033.70 ","$24,278.10 ",2012
Palo Alto Battlefield NHP,"36,707","$1,975.20 ",28,$668.80 ,"$1,316.40 ","$2,268.50 ",2012
Pea Ridge NMP,"131,907","$7,098.10 ",108,"$2,830.90 ","$4,794.60 ","$8,509.10 ",2012
Pecos NHP,"45,568","$2,452.10 ",37,"$1,054.80 ","$1,728.00 ","$2,968.40 ",2012
Pennsylvania Avenue NHS,"283,232","$4,929.10 ",65,"$2,594.20 ","$4,254.30 ","$6,563.10 ",2012
Perry's Victory & Intl. Peace MEM*,"140,281","$11,497.20 ",212,"$6,301.30 ","$10,335.70 ","$17,171.70 ",2012
Petersburg NB,"188,426","$10,139.40 ",147,"$4,155.10 ","$7,168.80 ","$12,139.70 ",2012
Petrified Forest NP,"664,857","$39,405.10 ",488,"$13,006.70 ","$23,088.70 ","$39,868.80 ",2012
Petroglyph NM,"119,444","$6,427.40 ",96,"$2,728.40 ","$4,502.20 ","$7,770.70 ",2012
Pictured Rocks NL,"593,587","$23,721.30 ",312,"$7,150.30 ","$13,090.00 ","$23,187.20 ",2012
Pinnacles NP,"224,476","$12,079.30 ",147,"$5,455.30 ","$8,878.30 ","$14,011.90 ",2012
Pipe Spring NM,"54,692","$2,943.00 ",41,"$1,061.20 ","$1,865.20 ","$3,231.60 ",2012
Pipestone NM,"76,030","$4,091.30 ",63,"$1,490.00 ","$2,689.40 ","$4,886.10 ",2012
Piscataway P,"124,107","$6,678.30 ",86,"$3,427.10 ","$5,525.70 ","$8,470.10 ",2012
Point Reyes NS,"2,412,663","$97,925.10 ","1,118","$48,640.00 ","$75,330.80 ","$116,592.80 ",2012
Port Chicago Naval Magazine NMEM,533,$28.70 ,0,$15.30 ,$24.00 ,$37.50 ,2012
President William Jefferson Clinton Birthplace Home NHS,"8,932",$480.60 ,7,$177.10 ,$313.00 ,$536.10 ,2012
President's Park,"600,083","$10,443.30 ",138,"$5,495.70 ","$9,011.50 ","$13,894.70 ",2012
Prince William Forest P,"280,325","$15,410.50 ",189,"$7,674.20 ","$12,474.10 ","$19,193.20 ",2012
Pu`uhonua O Honaunau NHP,"442,353","$23,803.50 ",285,"$11,110.80 ","$18,490.50 ","$28,568.40 ",2012
Puukohola Heiau NHS,"134,403","$7,232.40 ",86,"$3,374.70 ","$5,615.90 ","$8,671.70 ",2012
Rainbow Bridge NM,"75,214","$4,047.40 ",52,"$1,394.10 ","$2,444.60 ","$4,151.30 ",2012
Redwood NP,"352,517","$20,833.30 ",297,"$7,498.90 ","$13,404.10 ","$23,912.20 ",2012
Richmond NBP,"156,952","$8,445.80 ",123,"$3,488.00 ","$6,056.40 ","$10,182.90 ",2012
Rio Grande W&SR,694,$69.10 ,1,$17.20 ,$30.70 ,$51.80 ,2012
River Raisin NB,"50,667","$2,726.50 ",41,"$1,268.20 ","$2,126.30 ","$3,551.40 ",2012
Rock Creek P,"2,003,385","$34,865.20 ",462,"$18,284.50 ","$30,027.10 ","$46,380.40 ",2012
Rocky Mountain NP*,"3,229,617","$196,144.00 ","2,779","$105,853.90 ","$168,376.30 ","$270,807.40 ",2012
Roger Williams NMEM,"51,944","$2,795.20 ",36,"$1,406.50 ","$2,338.10 ","$3,600.20 ",2012
Rosie the Riveter WWII Home Front NHP,"20,097","$1,081.40 ",13,$576.60 ,$901.00 ,"$1,405.60 ",2012
Ross Lake NRA,"742,200","$30,357.10 ",336,"$12,795.80 ","$22,445.50 ","$34,431.50 ",2012
Russell Cave NM,"20,954","$1,127.60 ",17,$411.80 ,$729.40 ,"$1,291.30 ",2012
Sagamore Hill NHS,"14,639",$787.70 ,9,$426.70 ,$691.70 ,"$1,004.70 ",2012
Saguaro NP,"634,286","$37,567.70 ",526,"$19,076.00 ","$31,355.80 ","$50,551.00 ",2012
Saint Croix NSR,"221,028","$8,745.90 ",124,"$3,849.70 ","$6,651.00 ","$11,129.80 ",2012
Saint Croix Island IHS,0,$0.00 ,0,$0.00 ,$0.00 ,$0.00 ,2012
Saint Paul's Church NHS,"16,188",$871.10 ,10,$472.90 ,$765.20 ,"$1,112.90 ",2012
Saint-Gaudens NHS*,"33,663","$1,529.60 ",25,$810.50 ,"$1,353.50 ","$2,161.50 ",2012
Salem Maritime NHS,"756,038","$40,683.30 ",550,"$21,479.30 ","$34,490.20 ","$53,809.80 ",2012
Salinas Pueblo Missions NM,"29,228","$1,572.80 ",23,$666.50 ,"$1,097.50 ","$1,893.10 ",2012
Salt River Bay EHP,"5,217",$280.70 ,3,$131.00 ,$218.10 ,$336.90 ,2012
San Antonio Missions NHP,"614,810","$33,083.70 ",480,"$14,131.00 ","$25,277.10 ","$41,872.00 ",2012
San Francisco Maritime NHP,"4,129,983","$95,335.30 ","1,045","$42,880.60 ","$66,377.10 ","$102,042.20 ",2012
San Juan NHS,"1,279,814","$68,868.30 ",823,"$32,145.90 ","$53,496.60 ","$82,654.10 ",2012
San Juan Island NHP,"261,139","$14,052.20 ",167,"$6,249.80 ","$11,151.20 ","$17,195.00 ",2012
Sand Creek Massacre NHS,"4,384",$235.90 ,3,$57.70 ,$115.90 ,$218.80 ,2012
Santa Monica Mountains NRA,"649,471","$26,126.70 ",336,"$13,322.20 ","$21,581.70 ","$34,483.60 ",2012
Saratoga NHP,"57,688","$3,104.30 ",40,"$1,172.00 ","$2,240.40 ","$3,588.70 ",2012
Saugus Iron Works NHS,"11,611",$624.80 ,9,$276.10 ,$474.40 ,$779.30 ,2012
Scotts Bluff NM,"122,515","$6,592.70 ",89,"$2,271.20 ","$3,943.00 ","$6,913.90 ",2012
Sequoia NP*,"1,106,584","$77,187.10 ",936,"$28,257.90 ","$50,651.00 ","$83,857.50 ",2012
Shenandoah NP,"1,210,200","$76,019.20 ",945,"$37,528.00 ","$61,035.50 ","$94,495.80 ",2012
Shiloh NMP,"587,620","$31,620.50 ",471,"$9,637.10 ","$18,306.40 ","$33,944.60 ",2012
Sitka NHP,"195,157","$39,879.40 ",955,"$26,147.80 ","$40,611.40 ","$65,875.70 ",2012
Sleeping Bear Dunes NL*,"1,531,560","$151,782.00 ","2,818","$71,692.50 ","$126,348.40 ","$222,811.40 ",2012
Springfield Armory NHS,"16,978",$913.60 ,12,$436.50 ,$739.60 ,"$1,146.20 ",2012
Statue Of Liberty NM,"3,029,443","$163,018.00 ","1,877","$88,700.60 ","$143,200.10 ","$209,202.20 ",2012
Steamtown NHS*,"106,309","$5,293.60 ",76,"$2,380.40 ","$3,994.80 ","$6,504.20 ",2012
Stones River NB,"260,537","$14,019.80 ",204,"$6,544.20 ","$10,789.80 ","$17,797.10 ",2012
Sunset Crater Volcano NM,"177,793","$9,567.30 ",122,"$3,427.80 ","$5,806.10 ","$9,803.40 ",2012
Tallgrass Prairie NPRES,"18,918","$1,018.00 ",15,$389.00 ,$688.40 ,"$1,197.00 ",2012
Thaddeus Kosciuszko NMEM,"2,045",$110.00 ,2,$59.40 ,$94.10 ,$150.50 ,2012
Theodore Roosevelt NP,"640,555","$37,439.00 ",470,"$11,901.10 ","$20,593.40 ","$36,865.00 ",2012
Theodore Roosevelt Birthplace NHS,"17,930",$964.80 ,11,$523.90 ,$848.20 ,"$1,240.40 ",2012
Theodore Roosevelt Inaugural NHS,"18,875","$1,015.70 ",13,$370.00 ,$757.60 ,"$1,191.50 ",2012
Theodore Roosevelt Island P,"149,754","$8,058.40 ",105,"$4,127.20 ","$6,667.80 ","$10,266.60 ",2012
Thomas Edison NHP,"52,554","$2,828.00 ",33,"$1,543.90 ","$2,479.60 ","$3,638.90 ",2012
Thomas Jefferson NMEM,"2,613,131","$45,476.70 ",601,"$23,930.70 ","$39,244.70 ","$60,507.20 ",2012
Thomas Stone NHS,"6,426",$345.80 ,4,$178.00 ,$286.20 ,$437.70 ,2012
Timpanogos Cave NM,"118,764","$6,390.80 ",99,"$3,110.20 ","$5,060.60 ","$8,776.20 ",2012
Timucuan EHP,"1,076,310","$57,917.50 ",828,"$26,237.30 ","$45,176.60 ","$73,851.30 ",2012
Tonto NM,"51,881","$2,791.80 ",40,"$1,431.90 ","$2,326.20 ","$3,718.50 ",2012
Tumacácori NHP,"35,158","$1,891.90 ",26,$754.20 ,"$1,271.60 ","$2,129.50 ",2012
Tuskegee Airmen NHS,"23,716","$1,276.20 ",19,$465.00 ,$794.70 ,"$1,432.10 ",2012
Tuskegee Institute NHS,"24,030","$1,293.10 ",19,$471.20 ,$805.40 ,"$1,451.10 ",2012
Tuzigoot NM,"97,388","$5,240.60 ",74,"$2,674.20 ","$4,316.20 ","$6,868.50 ",2012
Ulysses S Grant NHS,"39,373","$2,118.70 ",33,"$1,061.00 ","$1,741.80 ","$2,950.50 ",2012
Upper Delaware NSR&NRR,"255,586","$10,152.20 ",105,"$4,924.50 ","$7,733.70 ","$11,259.20 ",2012
Valley Forge NHP,"1,442,750","$77,598.60 ","1,101","$41,827.50 ","$66,384.60 ","$106,382.00 ",2012
Vanderbilt Mansion NHS,"423,107","$22,767.90 ",274,"$11,021.20 ","$18,612.30 ","$27,860.00 ",2012
Vicksburg NMP,"573,262","$30,847.90 ",454,"$12,576.00 ","$21,315.60 ","$37,233.90 ",2012
Vietnam Veterans MEM,"4,424,407","$76,998.60 ","1,017","$40,518.00 ","$66,446.90 ","$102,447.40 ",2012
Virgin Islands NP*,"483,341","$69,936.80 ",875,"$37,046.70 ","$64,945.30 ","$100,042.90 ",2012
Voyageurs NP,"214,841","$16,158.90 ",225,"$5,081.20 ","$10,362.40 ","$17,846.30 ",2012
Walnut Canyon NM,"110,748","$5,959.50 ",76,"$2,135.20 ","$3,616.60 ","$6,106.60 ",2012
War In The Pacific NHP,"255,923","$13,771.50 ",176,"$6,958.80 ","$11,288.00 ","$17,443.40 ",2012
Washington Monument,0,$0.00 ,0,$0.00 ,$0.00 ,$0.00 ,2012
Washita Battlefield NHS,"10,615",$571.20 ,8,$178.80 ,$320.70 ,$578.40 ,2012
Weir Farm NHS,"21,465","$1,155.10 ",13,$621.00 ,"$1,011.20 ","$1,471.30 ",2012
Whiskeytown NRA,"814,374","$32,530.30 ",419,"$10,582.80 ","$19,714.70 ","$33,954.10 ",2012
White House,"656,949","$11,433.00 ",151,"$6,016.20 ","$9,866.20 ","$15,211.70 ",2012
White Sands NM*,"447,385","$21,857.20 ",276,"$6,978.40 ","$13,023.90 ","$22,704.60 ",2012
Whitman Mission NHS,"60,785","$3,270.90 ",42,"$1,014.10 ","$2,037.60 ","$3,442.30 ",2012
William Howard Taft NHS,"19,416","$1,044.80 ",16,$467.30 ,$793.20 ,"$1,358.10 ",2012
Wilson's Creek NB,"167,205","$8,997.50 ",138,"$3,640.40 ","$6,086.20 ","$10,813.30 ",2012
Wind Cave NP*,"529,083","$48,978.50 ",789,"$18,274.70 ","$33,065.60 ","$59,350.70 ",2012
Wolf Trap NP for the Performing Arts,"426,996","$22,977.20 ",299,"$11,747.70 ","$18,998.70 ","$29,313.10 ",2012
Women's Rights NHP*,"29,585","$1,973.20 ",23,$641.50 ,"$1,461.80 ","$2,302.50 ",2012
World War II Memorial,"4,161,685","$72,426.40 ",957,"$38,112.10 ","$62,501.30 ","$96,364.10 ",2012
World War II Valor in the Pacific NM,"1,751,224","$94,235.50 ","1,126","$43,986.50 ","$73,201.60 ","$113,099.10 ",2012
Wrangell - St Elias NP&PRES,"87,158","$125,890.90 ","1,754","$62,891.00 ","$105,606.30 ","$175,299.60 ",2012
Wright Brothers NMEM,"466,816","$25,119.90 ",364,"$9,893.10 ","$17,009.10 ","$28,933.60 ",2012
Wupatki NM,"201,365","$10,835.70 ",139,"$3,932.50 ","$6,639.50 ","$11,191.50 ",2012
Yellowstone NP*,"3,447,729","$400,346.50 ","5,619","$164,989.60 ","$271,976.60 ","$472,960.90 ",2012
Yosemite NP*,"3,853,404","$378,757.70 ","5,162","$161,602.10 ","$284,264.60 ","$471,805.80 ",2012
Yukon - Charley Rivers NPRES,"1,393","$1,603.50 ",18,$813.70 ,"$1,453.80 ","$2,335.50 ",2012
Zion NP*,"2,973,607","$152,859.40 ","1,854","$76,269.30 ","$124,961.50 ","$192,796.60 ",2012
