Park Unit,Total Recreation Visits,Total Visitor Spending,Jobs,Labor Income,Value Added,Economic Output,Year
Muir Woods NM,"1,049,400","$58,853.60 ",823,"$33,952.90 ","$50,391.60 ","$80,236.60 ",2014
Natchez NHP,"215,256","$12,072.20 ",190,"$5,214.80 ","$8,423.30 ","$14,818.80 ",2014
Natchez Trace PKWY,"5,846,473","$136,497.00 ","1,843","$47,561.90 ","$76,370.70 ","$134,118.50 ",2014
National Capital Parks Central,"1,999,231","$36,329.50 ",528,"$20,539.30 ","$32,466.30 ","$51,281.30 ",2014
National Capital Parks East,"1,311,995","$23,841.20 ",352,"$13,379.40 ","$21,532.80 ","$34,049.60 ",2014
National Park of American Samoa,"13,952",$782.50 ,9,$370.40 ,$613.60 ,$952.50 ,2014
Natural Bridges NM,"87,119","$5,229.50 ",73,"$1,927.70 ","$3,371.90 ","$5,767.40 ",2014
Navajo NM,"65,778","$4,005.30 ",55,"$1,473.60 ","$2,573.00 ","$4,395.80 ",2014
New Bedford Whaling NHP*,"272,732","$14,024.00 ",225,"$8,391.30 ","$13,065.70 ","$20,668.90 ",2014
New Orleans Jazz NHP,"36,017","$2,019.90 ",31,$982.50 ,"$1,563.60 ","$2,662.10 ",2014
New River Gorge NR,"1,124,799","$47,014.70 ",714,"$18,843.90 ","$30,297.00 ","$53,459.20 ",2014
Nez Perce NHP,"221,439","$12,419.00 ",194,"$4,908.20 ","$8,806.30 ","$15,195.80 ",2014
Nicodemus NHS*,"3,375",$181.00 ,2,$50.90 ,$92.90 ,$173.70 ,2014
Ninety Six NHS,"65,687","$3,683.90 ",60,"$1,550.30 ","$2,697.70 ","$4,679.70 ",2014
Niobrara NSR,"53,444","$2,206.80 ",35,$593.00 ,"$1,048.00 ","$2,078.60 ",2014
Noatak NPRES,-,-,-,-,-,-,2014
North Cascades NP,"23,865","$1,028.40 ",11,$438.70 ,$740.20 ,"$1,173.10 ",2014
Obed W&SR*,"215,766","$3,668.90 ",46,"$1,253.00 ","$2,010.40 ","$3,426.50 ",2014
Ocmulgee NM,"122,800","$6,887.00 ",118,"$2,642.40 ","$4,575.40 ","$8,380.30 ",2014
Olympic NP,"3,243,873","$263,953.30 ","3,592","$128,149.70 ","$227,305.20 ","$365,559.90 ",2014
Oregon Caves NM,"69,405","$4,709.80 ",79,"$2,009.70 ","$3,309.80 ","$6,007.50 ",2014
Organ Pipe Cactus NM,"224,547","$13,499.00 ",195,"$6,983.50 ","$11,401.60 ","$18,710.60 ",2014
Ozark NSR,"1,296,437","$53,912.00 ",842,"$19,036.60 ","$31,540.90 ","$58,266.60 ",2014
Padre Island NS,"578,814","$23,892.70 ",361,"$8,616.80 ","$15,156.40 ","$27,198.20 ",2014
Palo Alto Battlefield NHP,"41,516","$2,328.30 ",41,$859.60 ,"$1,564.50 ","$2,861.00 ",2014
Pea Ridge NMP,"104,686","$5,871.20 ",100,"$2,649.60 ","$4,286.00 ","$7,686.90 ",2014
Pecos NHP,"38,255","$2,145.50 ",35,$970.40 ,"$1,539.70 ","$2,749.30 ",2014
Pennsylvania Avenue NHS,"54,035",$981.90 ,13,$555.60 ,$877.60 ,"$1,384.70 ",2014
Perry's Victory & International Peace MEM*,"129,441","$11,103.90 ",216,"$6,442.60 ","$10,115.80 ","$17,450.40 ",2014
Petersburg NB,"205,572","$11,529.10 ",192,"$5,355.70 ","$8,833.10 ","$15,496.40 ",2014
Petrified Forest NP,"836,800","$51,696.50 ",719,"$18,628.60 ","$32,888.90 ","$56,833.80 ",2014
Petroglyph NM,"115,860","$6,497.80 ",108,"$2,892.80 ","$4,609.50 ","$8,311.00 ",2014
Pictured Rocks NL,"527,897","$21,906.00 ",312,"$6,965.40 ","$12,453.70 ","$22,175.20 ",2014
Pinnacles NP,"196,636","$11,028.00 ",151,"$5,512.10 ","$8,388.00 ","$13,456.90 ",2014
Pipe Spring NM,"56,484","$3,167.80 ",49,"$1,194.70 ","$2,100.10 ","$3,690.80 ",2014
Pipestone NM,"62,151","$3,485.70 ",59,"$1,450.10 ","$2,392.40 ","$4,423.90 ",2014
Piscataway P,"109,472","$6,139.50 ",85,"$3,355.50 ","$5,253.40 ","$8,263.40 ",2014
Point Reyes NS,"2,433,943","$102,799.70 ","1,322","$54,957.60 ","$81,356.90 ","$128,852.00 ",2014
Port Chicago Naval Magazine NMEM,786,$44.10 ,0,$25.60 ,$38.10 ,$61.20 ,2014
President William Jefferson Clinton Birthplace Home NHS,"11,113",$623.20 ,9,$248.80 ,$423.20 ,$749.60 ,2014
President's Park,"723,923","$13,154.90 ",191,"$7,443.60 ","$11,758.10 ","$18,550.80 ",2014
Prince William Forest P,"315,072","$17,917.20 ",237,"$9,375.90 ","$14,860.10 ","$23,403.60 ",2014
Pu`uhonua O Honaunau NHP,"401,807","$22,534.60 ",285,"$10,667.60 ","$17,670.60 ","$27,431.80 ",2014
Puukohola Heiau NHS,"134,734","$7,556.40 ",95,"$3,577.10 ","$5,925.40 ","$9,198.50 ",2014
Rainbow Bridge NM,"62,911","$3,528.30 ",52,"$1,310.50 ","$2,281.50 ","$3,921.20 ",2014
Redwood NP,"429,166","$26,322.40 ",428,"$10,955.70 ","$18,101.30 ","$32,650.10 ",2014
Richmond NBP,"179,552","$10,069.80 ",167,"$4,663.50 ","$7,739.60 ","$13,515.10 ",2014
Rio Grande W&SR,310,$311.20 ,6,$127.50 ,$226.70 ,$417.40 ,2014
River Raisin NB,"55,281","$3,100.30 ",51,"$1,537.60 ","$2,498.90 ","$4,272.20 ",2014
Rock Creek P,"2,437,948","$44,301.70 ",645,"$25,069.10 ","$39,644.40 ","$62,654.20 ",2014
Rocky Mountain NP*,"3,434,750","$217,019.50 ","3,382","$123,180.00 ","$199,324.40 ","$329,355.20 ",2014
Roger Williams NMEM,"51,523","$2,889.60 ",43,"$1,589.80 ","$2,527.60 ","$3,988.10 ",2014
Rosie the Riveter WWII Home Front NHP,"45,549","$2,554.50 ",36,"$1,478.10 ","$2,199.30 ","$3,517.00 ",2014
Ross Lake NRA,"710,612","$30,287.90 ",376,"$13,702.60 ","$22,990.90 ","$36,493.80 ",2014
Russell Cave NM,"18,531","$1,039.30 ",17,$424.20 ,$722.30 ,"$1,285.50 ",2014
Sagamore Hill NHS,"19,319","$1,083.50 ",13,$636.10 ,$986.30 ,"$1,470.60 ",2014
Saguaro NP,"673,572","$41,588.20 ",610,"$21,615.40 ","$35,370.50 ","$58,096.90 ",2014
Saint Croix NSR,"671,582","$27,645.60 ",439,"$13,488.30 ","$21,616.50 ","$37,646.10 ",2014
Saint Croix Island IHS,"11,587",$649.80 ,10,$270.20 ,$436.30 ,$789.60 ,2014
Saint Paul's Church NHS,"16,461",$923.20 ,10,$543.60 ,$843.30 ,"$1,258.60 ",2014
Saint-Gaudens NHS*,"37,785","$1,799.90 ",30,$995.20 ,"$1,655.10 ","$2,688.70 ",2014
Salem Maritime NHS,"403,758","$22,644.00 ",336,"$12,840.50 ","$20,099.80 ","$31,849.00 ",2014
Salinas Pueblo Missions NM,"30,537","$1,712.60 ",28,$771.10 ,"$1,226.50 ","$2,192.80 ",2014
Salt River Bay EHP,"5,193",$291.20 ,3,$137.90 ,$228.40 ,$354.50 ,2014
San Antonio Missions NHP,"1,395,337","$78,254.80 ","1,268","$38,064.90 ","$62,971.60 ","$108,344.90 ",2014
San Francisco Maritime NHP,"4,256,888","$101,688.80 ","1,255","$49,559.40 ","$72,864.40 ","$116,699.80 ",2014
San Juan NHS,"1,382,906","$77,557.70 ",985,"$36,714.80 ","$60,817.20 ","$94,412.50 ",2014
San Juan Island NHP,"268,946","$15,083.40 ",204,"$7,215.00 ","$12,233.20 ","$19,514.00 ",2014
Sand Creek Massacre NHS,"7,402",$415.20 ,7,$112.50 ,$218.40 ,$410.70 ,2014
Santa Monica Mountains NRA,"694,714","$29,060.90 ",416,"$15,595.30 ","$24,099.90 ","$39,738.70 ",2014
Saratoga NHP,"58,772","$3,296.10 ",50,"$1,397.50 ","$2,538.60 ","$4,168.30 ",2014
Saugus Iron Works NHS,"11,181",$627.00 ,10,$354.90 ,$556.90 ,$882.70 ,2014
Scotts Bluff NM,"119,160","$6,682.90 ",100,"$2,638.60 ","$4,518.90 ","$7,743.30 ",2014
Sequoia NP*,"1,039,137","$76,741.70 ","1,099","$31,204.50 ","$53,557.10 ","$91,684.30 ",2014
Shenandoah NP,"1,255,320","$80,394.00 ","1,085","$41,852.80 ","$66,255.30 ","$104,696.40 ",2014
Shiloh NMP,"409,086","$22,942.90 ",373,"$8,537.40 ","$14,636.80 ","$26,582.00 ",2014
Sitka NHP,"157,297","$33,546.10 ",604,"$18,154.90 ","$28,395.60 ","$48,057.30 ",2014
Sleeping Bear Dunes NL*,"1,395,400","$144,705.90 ","2,309","$56,724.20 ","$103,835.10 ","$181,736.20 ",2014
Springfield Armory NHS,"20,595","$1,155.10 ",16,$613.90 ,$990.80 ,"$1,570.10 ",2014
Statue Of Liberty NM,"4,198,815","$235,482.60 ","3,046","$139,251.80 ","$215,703.40 ","$323,637.70 ",2014
Steamtown NHS*,"84,257","$4,377.40 ",72,"$2,271.30 ","$3,598.70 ","$5,987.10 ",2014
Stones River NB,"272,500","$15,282.60 ",246,"$7,463.60 ","$12,268.20 ","$20,660.50 ",2014
Sunset Crater Volcano NM,"176,723","$9,911.20 ",146,"$3,634.20 ","$6,454.60 ","$10,987.90 ",2014
Tallgrass Prairie NPRES,"17,776",$997.00 ,16,$427.60 ,$706.40 ,"$1,262.60 ",2014
Thaddeus Kosciuszko NMEM,"1,476",$82.80 ,0,$48.70 ,$75.60 ,$122.20 ,2014
Theodore Roosevelt NP,"559,580","$33,959.90 ",470,"$12,658.30 ","$20,267.10 ","$35,988.60 ",2014
Theodore Roosevelt Birthplace NHS,"21,064","$1,181.30 ",13,$696.80 ,"$1,082.30 ","$1,625.90 ",2014
Theodore Roosevelt Inaugural NHS,"22,025","$1,235.20 ",17,$515.90 ,$975.00 ,"$1,577.90 ",2014
Theodore Roosevelt Island P,"146,500","$8,216.20 ",117,"$4,489.60 ","$7,047.70 ","$11,142.00 ",2014
Thomas Edison NHP,"51,345","$2,879.60 ",38,"$1,705.70 ","$2,627.60 ","$3,961.70 ",2014
Thomas Jefferson NMEM,"2,708,607","$49,220.10 ",713,"$27,850.70 ","$43,993.80 ","$69,408.90 ",2014
Thomas Stone NHS,"5,844",$327.80 ,3,$179.90 ,$280.70 ,$440.60 ,2014
Timpanogos Cave NM,"95,680","$5,366.00 ",94,"$2,844.80 ","$4,457.70 ","$7,933.60 ",2014
Timucuan EHP,"1,121,318","$62,887.00 ","1,029","$30,239.10 ","$50,244.10 ","$85,812.80 ",2014
Tonto NM,"36,361","$2,039.20 ",30,"$1,090.30 ","$1,756.00 ","$2,874.90 ",2014
Tumacácori NHP,"38,017","$2,132.10 ",32,$857.70 ,"$1,500.60 ","$2,558.00 ",2014
Tuskegee Airmen NHS,"24,319","$1,363.90 ",23,$543.10 ,$897.50 ,"$1,663.30 ",2014
Tuskegee Institute NHS,"11,786",$661.00 ,10,$263.20 ,$435.00 ,$806.10 ,2014
Tuzigoot NM,"74,902","$4,200.80 ",64,"$2,249.00 ","$3,596.30 ","$5,858.10 ",2014
Ulysses S Grant NHS,"40,287","$2,259.40 ",39,"$1,198.80 ","$1,882.90 ","$3,305.70 ",2014
Upper Delaware NSR&NRR,"230,846","$9,531.80 ",108,"$4,957.70 ","$7,515.80 ","$11,235.70 ",2014
Valley Forge NHP,"1,990,881","$24,192.40 ",431,"$14,494.80 ","$22,222.90 ","$36,445.00 ",2014
Vanderbilt Mansion NHS,"398,448","$22,346.20 ",309,"$11,978.80 ","$19,263.10 ","$29,728.40 ",2014
Vicksburg NMP,"550,875","$30,894.80 ",517,"$14,296.00 ","$22,647.30 ","$40,397.60 ",2014
Vietnam Veterans MEM,"4,403,467","$80,018.60 ","1,160","$45,277.80 ","$71,522.20 ","$112,840.30 ",2014
Virgin Islands NP*,"426,931","$59,773.80 ",789,"$29,498.40 ","$52,131.20 ","$79,965.40 ",2014
Voyageurs NP,"239,159","$18,825.00 ",301,"$7,273.10 ","$12,970.10 ","$23,352.10 ",2014
Walnut Canyon NM,"135,231","$7,584.20 ",111,"$2,781.00 ","$4,939.20 ","$8,408.10 ",2014
War In The Pacific NHP,"266,191","$14,928.80 ",190,"$7,067.10 ","$11,706.50 ","$18,173.20 ",2014
Washington Monument,"423,170","$7,689.70 ",110,"$4,351.20 ","$6,873.20 ","$10,843.90 ",2014
Washita Battlefield NHS,"13,186",$739.60 ,11,$260.70 ,$441.60 ,$814.00 ,2014
Weir Farm NHS,"34,083","$1,911.50 ",23,"$1,112.70 ","$1,732.20 ","$2,590.40 ",2014
Whiskeytown NRA,"851,902","$35,336.60 ",516,"$13,062.70 ","$22,481.60 ","$38,848.10 ",2014
White House,"569,392","$10,346.80 ",149,"$5,854.70 ","$9,248.20 ","$14,590.80 ",2014
White Sands NM*,"503,660","$25,565.30 ",386,"$9,218.90 ","$15,839.40 ","$29,051.30 ",2014
Whitman Mission NHS,"58,500","$3,280.90 ",49,"$1,205.80 ","$2,189.00 ","$3,695.20 ",2014
William Howard Taft NHS,"23,609","$1,324.10 ",22,$682.90 ,"$1,066.30 ","$1,874.30 ",2014
Wilson's Creek NB,"161,058","$9,032.70 ",155,"$4,061.50 ","$6,568.10 ","$11,794.30 ",2014
Wind Cave NP*,"547,022","$52,761.40 ",919,"$22,098.80 ","$36,464.40 ","$69,821.20 ",2014
Wolf Trap National Park for the Performing Arts,"388,283","$21,776.20 ",314,"$11,908.50 ","$18,710.50 ","$29,647.40 ",2014
Women's Rights NHP*,"30,254","$2,105.90 ",29,$895.70 ,"$1,708.20 ","$2,712.20 ",2014
World War II Memorial,"4,230,793","$76,880.90 ","1,114","$43,502.30 ","$68,717.50 ","$108,415.40 ",2014
World War II Valor in the Pacific NM,"1,620,815","$90,900.40 ","1,154","$43,031.00 ","$71,279.90 ","$110,654.80 ",2014
Wrangell - St Elias NP&PRES,"74,722","$112,768.00 ","1,488","$53,723.10 ","$98,661.80 ","$160,417.70 ",2014
Wright Brothers NMEM,"430,517","$24,144.70 ",393,"$10,633.30 ","$17,408.20 ","$30,602.40 ",2014
Wupatki NM,"195,963","$10,990.30 ",162,"$4,078.50 ","$7,211.20 ","$12,261.90 ",2014
Yellowstone NP*,"3,513,483","$421,003.80 ","6,662","$192,222.50 ","$309,368.00 ","$543,732.50 ",2014
Yosemite NP*,"3,882,642","$405,223.40 ","6,261","$187,903.00 ","$315,990.00 ","$535,319.30 ",2014
Yukon - Charley Rivers NPRES,"1,912","$3,374.40 ",27,"$1,341.90 ","$3,173.60 ","$4,734.00 ",2014
Zion NP*,"3,189,696","$172,231.90 ","2,423","$89,003.80 ","$146,868.90 ","$233,123.40 ",2014
