Park Unit,Total Recreation Visits,Total Visitor Spending,Jobs,Labor Income,Value Added,Economic Output,Year
Paterson Great Falls NHP,"312,595","$20,349 ",249,"$11,978 ","$18,043 ","$29,111 ",2021
Pea Ridge NMP,"82,854","$5,394 ",81,"$2,368 ","$3,921 ","$7,466 ",2021
Pecos NHP,"58,944","$3,837 ",53,"$1,665 ","$2,812 ","$5,127 ",2021
Pennsylvania Avenue NHSc,0,$0 ,0,$0 ,$0 ,$0 ,2021
Perry's Victory & International Peace MEMa,"68,010","$6,650 ",108,"$4,178 ","$6,482 ","$11,242 ",2021
Petersburg NB,"201,606","$13,124 ",192,"$6,312 ","$10,625 ","$19,244 ",2021
Petrified Forest NP,"590,334","$42,363 ",503,"$16,190 ","$27,289 ","$48,480 ",2021
Petroglyph NM,"364,211","$23,709 ",330,"$10,223 ","$17,313 ","$31,768 ",2021
Pictured Rocks NL,"1,313,179","$64,240 ",773,"$21,096 ","$36,786 ","$68,305 ",2021
Pinnacles NP,"348,857","$24,259 ",252,"$12,439 ","$19,214 ","$29,895 ",2021
Pipe Spring NM,"24,026","$1,564 ",21,$630 ,"$1,058 ","$1,982 ",2021
Pipestone NM,"82,344","$5,360 ",75,"$2,375 ","$3,897 ","$7,152 ",2021
Piscataway P,"279,538","$18,197 ",222,"$10,241 ","$16,758 ","$26,680 ",2021
Point Reyes NS,"2,738,098","$134,852 ","1,298","$73,923 ","$113,075 ","$172,003 ",2021
Port Chicago Naval Magazine NMEM,568,$37 ,0,$22 ,$34 ,$52 ,2021
President's Park,"395,915","$8,316 ",105,"$4,817 ","$7,971 ","$12,752 ",2021
President William Jefferson Clinton Birthplace Home NHS,"7,279",$474 ,7,$178 ,$313 ,$589 ,2021
Prince William Forest P,"325,248","$22,083 ",260,"$12,122 ","$19,912 ","$31,570 ",2021
Pu`uhonua O Honaunau NHP,"250,919","$16,334 ",169,"$7,609 ","$13,665 ","$21,055 ",2021
Puukohola Heiau NHS,"24,326","$1,584 ",16,$738 ,"$1,325 ","$2,042 ",2021
Rainbow Bridge NM,"3,290",$214 ,3,$87 ,$143 ,$252 ,2021
Redwood NP,"435,879","$30,901 ",406,"$14,376 ","$22,180 ","$39,555 ",2021
Richmond NBP,"152,308","$9,914 ",143,"$4,665 ","$7,879 ","$14,255 ",2021
Rio Grande W&SR,275,$234 ,4,$96 ,$142 ,$292 ,2021
River Raisin NB,"263,472","$17,151 ",233,"$9,109 ","$14,795 ","$25,370 ",2021
Rock Creek P,"1,838,346","$38,614 ",490,"$22,407 ","$37,061 ","$59,439 ",2021
Rocky Mountain NPa,"4,434,848","$323,329 ","4,421","$183,477 ","$302,571 ","$512,723 ",2021
Roger Williams NMEM,"20,719","$1,349 ",17,$800 ,"$1,259 ","$2,026 ",2021
Rosie the Riveter WWII Home Front NHPc,"19,038","$1,239 ",13,$736 ,"$1,132 ","$1,738 ",2021
Ross Lake NRA,"855,926","$42,693 ",398,"$19,935 ","$34,326 ","$52,227 ",2021
Russell Cave NM,"22,393","$1,458 ",21,$617 ,"$1,008 ","$1,881 ",2021
Sagamore Hill NHS,"207,032","$13,477 ",143,"$7,980 ","$12,994 ","$19,486 ",2021
Saguaro NP,"1,079,786","$77,419 ","1,034","$40,396 ","$68,323 ","$117,279 ",2021
Saint-Gaudens NHSa,"26,058","$1,421 ",19,$872 ,"$1,369 ","$2,219 ",2021
Saint Croix Island IHS,"10,299",$670 ,9,$293 ,$486 ,$873 ,2021
Saint Croix NSRc,"732,100","$35,609 ",474,"$18,064 ","$29,281 ","$51,437 ",2021
Saint Paul's Church NHS,"5,022",$327 ,3,$194 ,$316 ,$475 ,2021
Salem Maritime NHS,"181,008","$11,783 ",147,"$7,189 ","$11,178 ","$17,968 ",2021
Salinas Pueblo Missions NM,"38,080","$2,478 ",35,"$1,056 ","$1,788 ","$3,276 ",2021
Salt River Bay NHP&EP,"10,707",$696 ,7,$324 ,$583 ,$898 ,2021
San Antonio Missions NHPa,"1,335,071","$104,415 ","1,644","$56,570 ","$90,896 ","$164,962 ",2021
San Francisco Maritime NHP,"2,827,885","$79,722 ",742,"$39,868 ","$60,729 ","$94,554 ",2021
San Juan Island NHP,"638,066","$41,537 ",423,"$20,662 ","$35,888 ","$54,795 ",2021
San Juan NHS,"798,188","$51,961 ",537,"$24,205 ","$43,470 ","$66,978 ",2021
Sand Creek Massacre NHS,"6,201",$404 ,5,$118 ,$220 ,$430 ,2021
Santa Monica Mountains NRA,"830,451","$40,894 ",479,"$22,841 ","$35,937 ","$58,278 ",2021
Saratoga NHP,"70,682","$4,601 ",58,"$2,079 ","$3,549 ","$6,035 ",2021
Saugus Iron Works NHS,"20,487","$1,334 ",17,$813 ,"$1,266 ","$2,037 ",2021
Scotts Bluff NM,"194,027","$12,631 ",169,"$4,843 ","$8,090 ","$15,033 ",2021
Sequoia NPa,"1,059,548","$88,040 ","1,059","$39,761 ","$64,093 ","$107,376 ",2021
Shenandoah NP,"1,592,312","$112,718 ","1,349","$60,105 ","$98,200 ","$157,384 ",2021
Shiloh NMP,"371,863","$24,207 ",341,"$8,871 ","$14,986 ","$28,904 ",2021
Sitka NHP,"96,793","$18,436 ",321,"$11,527 ","$15,586 ","$28,159 ",2021
Sleeping Bear Dunes NLa,"1,722,955","$205,983 ","2,729","$82,364 ","$147,422 ","$265,608 ",2021
Springfield Armory NHSc,"13,557",$883 ,11,$501 ,$793 ,"$1,279 ",2021
Statue of Liberty NM,"1,556,482","$101,324 ","1,107","$60,473 ","$98,279 ","$148,685 ",2021
Steamtown NHSa,"54,433","$3,277 ",47,"$1,744 ","$2,699 ","$4,735 ",2021
Stones River NB,"365,833","$23,815 ",313,"$12,745 ","$20,518 ","$34,597 ",2021
Stonewall NMc,"70,000","$4,557 ",50,"$2,720 ","$4,423 ","$6,698 ",2021
Sunset Crater Volcano NM,"125,653","$8,179 ",102,"$3,360 ","$5,488 ","$9,663 ",2021
Tallgrass Prairie NPRES,"35,001","$2,278 ",32,$948 ,"$1,616 ","$2,974 ",2021
Thaddeus Kosciuszko NMEMc,0,$0 ,0,$0 ,$0 ,$0 ,2021
Theodore Roosevelt Birthplace NHS,"1,720",$113 ,1,$68 ,$110 ,$166 ,2021
Theodore Roosevelt Inaugural NHS,"13,323",$867 ,11,$400 ,$700 ,"$1,174 ",2021
Theodore Roosevelt Island P,"169,444","$11,030 ",137,"$6,245 ","$10,205 ","$16,340 ",2021
Theodore Roosevelt NP,"796,085","$56,160 ",675,"$20,141 ","$34,221 ","$62,153 ",2021
Thomas Edison NHP,"14,807",$964 ,11,$578 ,$932 ,"$1,415 ",2021
Thomas Jefferson MEM,"1,833,924","$38,521 ",485,"$22,310 ","$36,921 ","$59,068 ",2021
Thomas Stone NHS,"3,967",$258 ,3,$145 ,$237 ,$377 ,2021
Timpanogos Cave NM,"122,551","$7,978 ",113,"$3,973 ","$6,725 ","$12,077 ",2021
Timucuan EHP,"935,419","$60,894 ",880,"$29,431 ","$50,001 ","$88,680 ",2021
Tonto NM,"32,334","$2,105 ",29,"$1,132 ","$1,887 ","$3,245 ",2021
Tule Springs Fossil Beds NM,"11,953",$778 ,9,$386 ,$666 ,"$1,064 ",2021
Tumacacori NHP,"33,357","$2,170 ",29,$970 ,"$1,612 ","$2,847 ",2021
Tuskegee Airmen NHS,"8,057",$524 ,8,$204 ,$340 ,$669 ,2021
Tuskegee Institute NHS,"5,629",$367 ,6,$143 ,$238 ,$468 ,2021
Tuzigoot NM,"124,406","$8,099 ",111,"$4,354 ","$7,242 ","$12,393 ",2021
Ulysses S Grant NHS,"27,823","$1,811 ",27,$981 ,"$1,592 ","$2,845 ",2021
Upper Delaware NSR&NRR,"269,810","$13,286 ",128,"$6,869 ","$11,135 ","$16,802 ",2021
Valles Caldera NPRES,"76,578","$5,471 ",73,"$2,313 ","$3,975 ","$7,148 ",2021
Valley Forge NHPa,"1,502,209","$21,027 ",324,"$12,879 ","$20,156 ","$34,655 ",2021
Vanderbilt Mansion NHS,"333,029","$21,679 ",257,"$11,973 ","$19,216 ","$30,636 ",2021
Vicksburg NMP,"391,947","$25,515 ",382,"$10,364 ","$17,919 ","$34,398 ",2021
Vietnam Veterans MEM,"3,636,033","$76,374 ",962,"$44,234 ","$73,203 ","$117,113 ",2021
Virgin Islands NPa,"323,999","$49,346 ",565,"$24,367 ","$45,975 ","$69,625 ",2021
Voyageurs NP,"243,042","$21,583 ",299,"$8,521 ","$14,553 ","$27,030 ",2021
Waco Mammoth NM,"81,338","$5,295 ",76,"$2,460 ","$3,841 ","$7,064 ",2021
Walnut Canyon NM,"212,328","$13,822 ",172,"$5,678 ","$9,274 ","$16,329 ",2021
War in The Pacific NHP,"367,150","$23,900 ",247,"$11,134 ","$19,995 ","$30,808 ",2021
Washington Monumentc,"63,840","$1,341 ",17,$777 ,"$1,286 ","$2,057 ",2021
Washita Battlefield NHS,"15,237",$992 ,15,$306 ,$529 ,"$1,121 ",2021
Weir Farm NHS,"31,512","$2,052 ",22,"$1,209 ","$1,970 ","$2,961 ",2021
Whiskeytown NRA,"816,608","$40,117 ",476,"$17,351 ","$26,936 ","$46,941 ",2021
White Housec,"14,205",$298 ,4,$173 ,$286 ,$458 ,2021
White Sands NPa,"782,469","$46,418 ",630,"$17,717 ","$28,611 ","$55,724 ",2021
Whitman Mission NHS,"43,921","$2,860 ",34,"$1,135 ","$2,049 ","$3,427 ",2021
William Howard Taft NHS,"17,042","$1,109 ",16,$595 ,$944 ,"$1,687 ",2021
Wilson's Creek NB,"271,245","$17,657 ",263,"$7,663 ","$12,520 ","$23,912 ",2021
Wind Cave NPa,"709,001","$60,708 ",858,"$26,758 ","$47,401 ","$86,463 ",2021
Wolf Trap National Park for the Performing Arts,"247,862","$16,136 ",202,"$9,163 ","$14,965 ","$24,033 ",2021
Women's Rights NHPa,"22,847","$1,831 ",21,$816 ,"$1,495 ","$2,432 ",2021
World War I MEM,"573,088","$12,037 ",131,"$6,577 ","$10,649 ","$16,303 ",2021
World War II M,"3,727,167","$78,288 ",986,"$45,342 ","$75,037 ","$120,048 ",2021
World War II Valor in the Pacific NMa,"1,185,369","$222,786 ","2,417","$112,626 ","$218,762 ","$329,180 ",2021
Wrangell - St Elias NP&PRES,"50,189","$81,772 ","1,152","$44,793 ","$71,453 ","$122,374 ",2021
Wright Brothers NMEM,"482,191","$31,389 ",461,"$13,407 ","$22,696 ","$42,501 ",2021
Wupatki NM,"207,445","$14,891 ",180,"$6,033 ","$10,013 ","$17,527 ",2021
Yellowstone NPa,"4,860,242","$630,282 ","8,736","$294,034 ","$456,424 ","$834,335 ",2021
Yosemite NPa,"3,287,595","$437,281 ","5,595","$214,391 ","$351,323 ","$602,564 ",2021
Yukon - Charley Rivers NPRESbc,629,"$1,770 ",25,$973 ,"$1,578 ","$2,680 ",2021
Zion NPab,"5,039,835","$667,486 ","10,743","$275,750 ","$486,845 ","$947,380 ",2021
